task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
777,4115971186,4115971186,1390,7,0
181,1244983994,1244983994,615,56,6
175,1273963443,1273963443,432,25,0
311,5037578014,5037578014,2490,36,3
438,4192622672,4192622672,2215,9,3
189,1279833512,1279833512,508,40,6
645,3515572110,3515572110,1794,28,0
83,6966073427,6966073427,3654,97,7
177,957702888,957702888,330,25,0
271,4820270698,4820270698,3948,25,3
148,1567258012,1567258012,300,82,6
731,5428420478,5428420478,2767,73,5
980,3950714533,3950714533,3330,82,5
517,2867935274,2867935274,3388,97,5
158,1105614226,1105614226,850,73,6
660,6316611929,6316611929,2051,3,3
952,5458561266,5458561266,3922,53,5
308,5030061333,5030061333,3323,14,3
883,3050310815,3050310815,1557,73,6
771,4877965784,4877965784,2060,29,3
850,3188787507,3188787507,3874,85,5
751,4062840075,4062840075,2940,61,5
530,6560720168,6560720168,2025,23,0
303,6389655254,6389655254,2703,98,5
272,2556593225,2556593225,2599,73,5
67,6470968414,6470968414,3756,47,5
947,2012311957,2012311957,2794,27,3
737,2822417066,2822417066,1371,6,0
131,4923039,4923039,785,48,6
942,3363020711,3363020711,3056,36,3
276,2704807530,2704807530,1352,86,6
324,5502620453,5502620453,1471,20,0
949,3026565689,3026565689,3772,41,3
973,4210831798,4210831798,3466,62,5
8,7064678080,7064678080,3849,3,2
499,6666443667,6666443667,3485,86,5
187,473503598,473503598,314,44,6
381,2097356437,2097356437,2738,28,3
782,6429463207,6429463207,3566,2,3
395,6694602320,6694602320,2126,4,3
794,2768345911,2768345911,2679,57,5
502,3257189564,3257189564,3555,73,5
302,2239684591,2239684591,2851,7,3
405,3245626005,3245626005,3099,96,5
145,1145344372,1145344372,219,38,0
230,4233562288,4233562288,1518,66,6
770,5586308396,5586308396,1273,96,6
333,6697984271,6697984271,1506,88,6
514,6831380619,6831380619,1598,81,1
526,5279324885,5279324885,3359,37,3
