task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
271,4820270698,4820270698,3948,25,3
272,2556593225,2556593225,2599,73,5
38,6375065697,6375065697,3760,34,3
516,2454463872,2454463872,1739,54,6
400,5261574203,5261574203,3947,72,5
464,4642389139,4642389139,2148,93,5
138,709527247,709527247,206,99,6
570,2002899369,2002899369,1345,51,6
749,3098654122,3098654122,2034,51,6
920,3057267561,3057267561,2531,50,5
512,3094325485,3094325485,1295,57,6
511,2716712583,2716712583,1191,47,6
93,8017146936,8017146936,3092,51,7
646,5251799702,5251799702,3700,92,5
725,5529053111,5529053111,1221,78,6
135,1275966058,1275966058,198,4,0
258,3810078732,3810078732,2232,23,3
809,4618348058,4618348058,2107,85,5
776,3415742330,3415742330,1562,6,0
492,5815848968,5815848968,1368,95,6
751,4062840075,4062840075,2940,61,5
431,2745307255,2745307255,2390,28,3
58,6265249310,6265249310,3450,38,3
450,3043285506,3043285506,3551,67,5
48,8214127096,8214127096,3328,80,7
717,6912486551,6912486551,1619,5,4
963,2957914534,2957914534,3367,97,5
581,5279693005,5279693005,1612,30,0
916,4960877188,4960877188,2686,77,5
437,2269104919,2269104919,3195,51,5
246,4863545438,4863545438,2668,38,3
494,3148554624,3148554624,1232,5,0
449,6829861733,6829861733,1897,33,4
984,2085698864,2085698864,3473,59,5
948,6257351578,6257351578,3515,50,5
97,7752390480,7752390480,3110,15,2
102,1872519167,1872519167,764,7,0
111,182453162,182453162,849,20,0
397,6608331691,6608331691,2899,61,5
25,8822141256,8822141256,3448,70,7
822,2022456834,2022456834,3936,74,5
230,4233562288,4233562288,1518,66,6
613,3696388803,3696388803,1565,30,0
414,2410181777,2410181777,3105,46,5
457,3799174694,3799174694,2228,30,3
974,3304543350,3304543350,1221,39,6
523,2338332017,2338332017,2264,68,5
214,6483002166,6483002166,3398,49,5
813,4243039102,4243039102,2401,58,5
7,7214986620,7214986620,3800,40,7
