task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
943,6287872185,6287872185,2870,95,5
738,2687756018,2687756018,1040,79,6
302,2239684591,2239684591,2851,7,3
403,5718502277,5718502277,3769,65,5
223,2578378527,2578378527,2540,71,5
177,957702888,957702888,330,25,0
693,5427333974,5427333974,3588,72,5
727,3399558352,3399558352,3539,79,5
322,4498532643,4498532643,3138,13,3
148,1567258012,1567258012,300,82,6
990,5126612686,5126612686,3520,7,3
360,2045958323,2045958323,1831,48,6
872,3267837841,3267837841,3079,77,5
280,3276440292,3276440292,1478,80,6
509,5840714119,5840714119,3359,82,5
372,6901613836,6901613836,3971,28,2
521,3966447005,3966447005,1794,84,6
498,3610814346,3610814346,2452,63,5
516,2454463872,2454463872,1739,54,6
430,2677275037,2677275037,2286,61,5
128,163092456,163092456,556,42,6
164,1102172486,1102172486,837,67,6
832,5570236614,5570236614,2803,16,3
56,6018690970,6018690970,3202,56,5
15,8787420484,8787420484,3053,4,2
688,2732048582,2732048582,3212,66,5
725,5529053111,5529053111,1221,78,6
190,1076936944,1076936944,104,27,0
293,5941273803,5941273803,1067,87,6
347,5885098886,5885098886,1133,30,0
184,638941024,638941024,665,66,6
88,9370134474,9370134474,3120,6,2
580,2549068432,2549068432,3424,59,5
858,6261591620,6261591620,3208,16,3
398,4485781912,4485781912,2868,94,5
635,2546737030,2546737030,1420,44,6
881,2085203284,2085203284,1449,85,6
452,5870161222,5870161222,2787,20,3
246,4863545438,4863545438,2668,38,3
94,7115330338,7115330338,3087,30,2
325,4054220054,4054220054,1202,55,6
642,2086430518,2086430518,1147,98,6
784,4939276407,4939276407,3331,55,5
393,2271053165,2271053165,1461,41,6
639,3390677648,3390677648,3932,50,5
897,3702236111,3702236111,1227,37,0
194,428619851,428619851,520,65,6
988,6010572125,6010572125,1493,58,6
249,4189630382,4189630382,2683,6,3
679,3952024717,3952024717,3634,63,5
