task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
765,2983707699,2983707699,3051,83,5
703,6404003456,6404003456,2645,16,3
961,5960861755,5960861755,3510,50,5
137,221980787,221980787,592,94,6
560,5755912105,5755912105,2048,49,6
346,3207289322,3207289322,3741,12,3
367,5552062216,5552062216,3872,70,5
473,4767371092,4767371092,1170,11,0
198,673457469,673457469,700,61,6
202,5256306564,5256306564,2518,38,3
349,2093959230,2093959230,1311,35,0
609,3378042322,3378042322,2482,28,3
953,6766943157,6766943157,1134,11,4
531,6436645890,6436645890,1907,11,0
233,5518978340,5518978340,3994,50,5
42,6354285007,6354285007,3364,94,5
832,5570236614,5570236614,2803,16,3
584,3713581327,3713581327,1896,77,6
129,979947231,979947231,825,16,0
366,2621425332,2621425332,2004,30,3
644,2332862135,2332862135,2672,45,5
541,6674003152,6674003152,2112,49,7
513,5284553766,5284553766,3453,24,3
272,2556593225,2556593225,2599,73,5
950,6746060432,6746060432,2962,83,5
481,3550063673,3550063673,1159,75,6
138,709527247,709527247,206,99,6
343,5545044929,5545044929,2476,11,3
947,2012311957,2012311957,2794,27,3
48,8214127096,8214127096,3328,80,7
223,2578378527,2578378527,2540,71,5
176,155333039,155333039,132,99,6
87,9023510295,9023510295,3961,43,7
308,5030061333,5030061333,3323,14,3
779,6704231024,6704231024,1515,49,6
545,5329348065,5329348065,3579,28,3
332,4823839766,4823839766,3222,43,5
143,908514316,908514316,871,64,6
471,3354053819,3354053819,3498,67,5
711,4037468457,4037468457,3960,12,3
155,1638483664,1638483664,633,58,6
266,5231805209,5231805209,2067,63,5
618,4422200956,4422200956,2602,30,3
394,2084070677,2084070677,3258,77,5
59,8023521412,8023521412,3715,85,7
291,6057822683,6057822683,3160,54,5
102,1872519167,1872519167,764,7,0
959,2255073788,2255073788,3467,12,3
26,9730932834,9730932834,3988,20,2
540,5752333449,5752333449,1069,51,6
