task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
865,6527401491,6527401491,2939,76,5
250,5678242864,5678242864,3603,55,5
932,4318353780,4318353780,2251,70,5
132,1588742781,1588742781,917,66,6
762,3039014594,3039014594,1832,45,6
336,6837874368,6837874368,2072,4,4
888,4649778283,4649778283,1463,34,0
342,3932556427,3932556427,2000,2,3
475,2179603517,2179603517,1153,7,0
206,4693861548,4693861548,2876,69,5
223,2578378527,2578378527,2540,71,5
268,6076341708,6076341708,3291,71,5
326,4505285436,4505285436,2826,32,3
373,4222956149,4222956149,1507,62,6
101,1600373395,1600373395,878,49,6
832,5570236614,5570236614,2803,16,3
169,305856941,305856941,804,37,0
574,2821635447,2821635447,1488,10,0
966,5566960300,5566960300,1081,76,6
254,2664861009,2664861009,3079,8,3
806,2011834882,2011834882,1219,37,0
364,4627809335,4627809335,3279,67,5
886,4035786219,4035786219,3920,73,5
585,5598919266,5598919266,3460,83,5
52,7580179176,7580179176,3026,3,2
400,5261574203,5261574203,3947,72,5
524,3804417830,3804417830,3042,76,5
948,6257351578,6257351578,3515,50,5
685,3728914891,3728914891,1549,21,0
555,4234183907,4234183907,3115,15,3
112,1432392700,1432392700,257,32,0
116,1565029165,1565029165,100,47,6
700,2858898342,2858898342,1028,46,6
581,5279693005,5279693005,1612,30,0
651,5905551218,5905551218,3333,59,5
125,1875694079,1875694079,761,46,6
380,6665776601,6665776601,3676,4,3
554,2715329765,2715329765,3949,73,5
782,6429463207,6429463207,3566,2,3
825,2114735545,2114735545,1645,78,6
737,2822417066,2822417066,1371,6,0
412,5013635346,5013635346,2886,28,3
771,4877965784,4877965784,2060,29,3
603,4154216987,4154216987,2205,61,5
107,845605436,845605436,212,90,6
608,4977665064,4977665064,2463,81,5
284,6653809106,6653809106,2059,78,5
446,6926749924,6926749924,1783,83,1
371,3572303229,3572303229,3605,54,5
656,5235371957,5235371957,1396,17,0
