task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
846,4884723632,4884723632,1680,42,6
317,5704235297,5704235297,3452,51,5
609,3378042322,3378042322,2482,28,3
568,2641135599,2641135599,3358,84,5
723,3055899975,3055899975,3987,77,5
304,3694850118,3694850118,2929,68,5
90,9950143441,9950143441,3417,10,2
784,4939276407,4939276407,3331,55,5
376,5204794277,5204794277,3531,62,5
335,4533302972,4533302972,2172,46,5
632,4719861345,4719861345,3195,76,5
583,2152400610,2152400610,3346,46,5
486,6065335682,6065335682,1951,52,6
127,531068063,531068063,560,66,6
768,6959977700,6959977700,3600,36,2
460,2878945148,2878945148,2066,3,3
476,4667588795,4667588795,3799,40,3
940,3826297264,3826297264,2142,53,5
174,34229635,34229635,697,77,6
803,6774685344,6774685344,3268,22,2
195,1910339068,1910339068,338,45,6
186,974518492,974518492,981,16,0
735,5725316422,5725316422,1947,66,6
162,1076872835,1076872835,801,58,6
308,5030061333,5030061333,3323,14,3
676,5385642999,5385642999,1251,15,0
142,761775452,761775452,322,6,0
281,6498863346,6498863346,2763,79,5
300,4620876806,4620876806,3071,50,5
449,6829861733,6829861733,1897,33,4
731,5428420478,5428420478,2767,73,5
216,6080168384,6080168384,2348,83,5
598,2381225059,2381225059,1262,23,0
509,5840714119,5840714119,3359,82,5
614,2795495167,2795495167,1443,91,6
412,5013635346,5013635346,2886,28,3
963,2957914534,2957914534,3367,97,5
625,3632096003,3632096003,1519,15,0
949,3026565689,3026565689,3772,41,3
151,1362039302,1362039302,272,84,6
898,4775397349,4775397349,2517,17,3
905,3562684172,3562684172,1194,95,6
626,3547929370,3547929370,1902,53,6
395,6694602320,6694602320,2126,4,3
634,5498678683,5498678683,2934,51,5
143,908514316,908514316,871,64,6
987,4929486755,4929486755,1839,83,6
663,3098096675,3098096675,3007,10,3
840,5394765450,5394765450,1171,47,6
282,6719604906,6719604906,3312,90,5
