task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
610,3073581698,3073581698,2612,45,5
100,643354820,643354820,938,28,0
622,5960513100,5960513100,1505,39,6
267,3912758363,3912758363,1523,28,0
98,8137365404,8137365404,3015,15,2
194,428619851,428619851,520,65,6
273,3986803068,3986803068,1110,22,0
900,4742414187,4742414187,1289,51,6
45,6347526884,6347526884,3480,69,5
549,4416734224,4416734224,1558,74,6
575,6243986694,6243986694,1969,13,0
754,3162686084,3162686084,2098,61,5
167,848611837,848611837,722,54,6
347,5885098886,5885098886,1133,30,0
899,4771577218,4771577218,2385,74,5
951,2854501751,2854501751,1966,91,6
308,5030061333,5030061333,3323,14,3
977,3063742184,3063742184,1593,70,6
372,6901613836,6901613836,3971,28,2
526,5279324885,5279324885,3359,37,3
500,2302526033,2302526033,2114,20,3
125,1875694079,1875694079,761,46,6
647,5753203909,5753203909,3200,84,5
664,4014665782,4014665782,2133,21,3
705,5368112605,5368112605,3555,3,3
953,6766943157,6766943157,1134,11,4
677,4114999680,4114999680,2342,86,5
409,3563461258,3563461258,2758,12,3
602,4564944248,4564944248,1449,64,6
757,6107476667,6107476667,2680,91,5
826,2002240921,2002240921,1722,81,6
374,5014678204,5014678204,2915,11,3
712,4946737207,4946737207,1785,19,0
363,2652259589,2652259589,1545,7,0
882,2091012951,2091012951,2544,84,5
917,2614268288,2614268288,1063,97,6
921,2228028257,2228028257,1528,6,0
669,2115393682,2115393682,3794,90,5
997,4951760375,4951760375,1502,52,6
570,2002899369,2002899369,1345,51,6
932,4318353780,4318353780,2251,70,5
569,6059569051,6059569051,2462,21,3
877,6710929448,6710929448,1321,20,4
27,7258278706,7258278706,3474,16,2
627,2080446567,2080446567,1937,50,6
298,2753060863,2753060863,1039,92,6
348,3041740627,3041740627,2771,14,3
126,116435462,116435462,119,40,0
643,3029316938,3029316938,1065,78,6
248,4277620832,4277620832,3120,31,3
