task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
420,6791502790,6791502790,3238,37,2
189,1279833512,1279833512,508,40,6
141,498189217,498189217,514,66,6
451,2479949355,2479949355,3959,20,3
138,709527247,709527247,206,99,6
0,6297123299,6297123299,3082,47,5
810,2484775459,2484775459,2500,23,3
132,1588742781,1588742781,917,66,6
180,555903734,555903734,900,35,0
846,4884723632,4884723632,1680,42,6
63,8690370250,8690370250,3481,66,7
461,4017438174,4017438174,2674,57,5
876,4565371210,4565371210,1667,11,0
127,531068063,531068063,560,66,6
906,3360107218,3360107218,2221,37,3
34,8890742171,8890742171,3824,26,2
175,1273963443,1273963443,432,25,0
798,2398205632,2398205632,2317,97,5
704,3828662137,3828662137,1383,97,6
801,3329852898,3329852898,1507,74,6
133,475168246,475168246,822,39,0
197,266018416,266018416,546,87,6
352,6426445460,6426445460,1854,98,6
113,697005211,697005211,457,10,0
991,3118636899,3118636899,1391,78,6
673,2798189429,2798189429,1364,82,6
334,3974668324,3974668324,2875,92,5
619,6346396645,6346396645,1824,30,0
750,2000876399,2000876399,3190,24,3
800,6086765912,6086765912,3303,57,5
76,6238459266,6238459266,3713,82,5
731,5428420478,5428420478,2767,73,5
745,6865790357,6865790357,3662,41,7
503,2859872265,2859872265,2367,27,3
270,4468864461,4468864461,3357,55,5
975,6065155449,6065155449,2001,96,5
9,8834288623,8834288623,3706,76,7
832,5570236614,5570236614,2803,16,3
528,2318563935,2318563935,2747,37,3
998,2326080165,2326080165,3090,71,5
331,2893881864,2893881864,2786,87,5
818,3584255091,3584255091,1487,85,6
814,5577890240,5577890240,3651,25,3
499,6666443667,6666443667,3485,86,5
741,5144911675,5144911675,3106,83,5
874,5251530740,5251530740,3203,20,3
802,3019006597,3019006597,1441,84,6
690,3201468719,3201468719,1239,37,0
479,3561993687,3561993687,2013,97,5
994,6341661906,6341661906,3199,81,5
