task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
482,6808321938,6808321938,3914,70,5
316,2886935420,2886935420,1329,29,0
271,4820270698,4820270698,3948,25,3
22,9492550414,9492550414,3637,94,7
823,4839301407,4839301407,1984,91,5
209,3426328463,3426328463,3051,70,5
893,5519819870,5519819870,3919,75,5
937,6586206793,6586206793,1004,72,6
944,6331730021,6331730021,1384,74,6
195,1910339068,1910339068,338,45,6
431,2745307255,2745307255,2390,28,3
269,4455423420,4455423420,3941,82,5
415,6564657488,6564657488,3589,87,5
791,2373724899,2373724899,2136,72,5
790,3895278563,3895278563,3380,81,5
578,6900167340,6900167340,1050,87,1
998,2326080165,2326080165,3090,71,5
398,4485781912,4485781912,2868,94,5
109,725850217,725850217,975,57,6
21,7117556302,7117556302,3959,1,2
132,1588742781,1588742781,917,66,6
146,974422766,974422766,614,99,6
234,3075908200,3075908200,1833,93,6
756,3206932726,3206932726,1811,44,6
990,5126612686,5126612686,3520,7,3
201,6715491145,6715491145,1897,47,1
766,5836072317,5836072317,3167,60,5
734,3112647801,3112647801,2435,85,5
958,3623180731,3623180731,2580,57,5
171,1308130689,1308130689,533,83,6
364,4627809335,4627809335,3279,67,5
374,5014678204,5014678204,2915,11,3
405,3245626005,3245626005,3099,96,5
952,5458561266,5458561266,3922,53,5
387,6655272554,6655272554,2625,91,5
123,396369693,396369693,244,98,6
347,5885098886,5885098886,1133,30,0
549,4416734224,4416734224,1558,74,6
305,3423507236,3423507236,1409,76,6
727,3399558352,3399558352,3539,79,5
520,3855895716,3855895716,1328,16,0
603,4154216987,4154216987,2205,61,5
741,5144911675,5144911675,3106,83,5
17,7065078112,7065078112,3846,73,7
641,3412193674,3412193674,1793,12,0
420,6791502790,6791502790,3238,37,2
391,6647245574,6647245574,2623,30,3
444,2360237758,2360237758,3257,32,3
60,8697049747,8697049747,3752,75,7
126,116435462,116435462,119,40,0
