task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
981,5856715799,5856715799,3749,17,3
773,3988018221,3988018221,2617,18,3
376,5204794277,5204794277,3531,62,5
362,4779159378,4779159378,2179,71,5
681,5038814938,5038814938,2332,84,5
78,7407397873,7407397873,3866,35,2
456,2777864006,2777864006,2502,33,3
959,2255073788,2255073788,3467,12,3
913,5801024643,5801024643,1318,85,6
235,2890920523,2890920523,2195,3,3
68,7763450937,7763450937,3612,24,2
749,3098654122,3098654122,2034,51,6
769,2660224358,2660224358,1594,27,0
533,2156920550,2156920550,3090,52,5
216,6080168384,6080168384,2348,83,5
20,6429450170,6429450170,3916,26,3
383,5083381858,5083381858,2294,38,3
157,1047068538,1047068538,721,92,6
173,453756816,453756816,681,60,6
897,3702236111,3702236111,1227,37,0
451,2479949355,2479949355,3959,20,3
236,6107746423,6107746423,3830,38,3
808,3759793459,3759793459,3868,13,3
249,4189630382,4189630382,2683,6,3
280,3276440292,3276440292,1478,80,6
610,3073581698,3073581698,2612,45,5
170,737217999,737217999,435,45,6
833,5421082021,5421082021,3331,23,3
636,2110233293,2110233293,3629,85,5
437,2269104919,2269104919,3195,51,5
368,4026703660,4026703660,1491,71,6
935,2573310196,2573310196,2495,71,5
154,901807320,901807320,145,38,0
879,2388580510,2388580510,2588,86,5
869,3929199889,3929199889,3069,25,3
558,5519889191,5519889191,1765,1,0
74,6710667602,6710667602,3773,79,5
415,6564657488,6564657488,3589,87,5
641,3412193674,3412193674,1793,12,0
500,2302526033,2302526033,2114,20,3
691,4252874574,4252874574,2113,97,5
324,5502620453,5502620453,1471,20,0
177,957702888,957702888,330,25,0
41,6230978410,6230978410,3124,74,5
965,5632581342,5632581342,3015,77,5
577,5966426126,5966426126,3008,82,5
529,4565775716,4565775716,2933,60,5
864,3671713581,3671713581,1542,15,0
710,6228942642,6228942642,3450,44,5
900,4742414187,4742414187,1289,51,6
