task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
113,697005211,697005211,457,10,0
873,2009704929,2009704929,1632,72,6
558,5519889191,5519889191,1765,1,0
318,2738721416,2738721416,2466,21,3
437,2269104919,2269104919,3195,51,5
871,3222739096,3222739096,1032,75,6
791,2373724899,2373724899,2136,72,5
252,6693951764,6693951764,2104,34,3
276,2704807530,2704807530,1352,86,6
806,2011834882,2011834882,1219,37,0
342,3932556427,3932556427,2000,2,3
381,2097356437,2097356437,2738,28,3
614,2795495167,2795495167,1443,91,6
1,7636895874,7636895874,3156,59,7
466,3536049455,3536049455,1168,59,6
345,6089879314,6089879314,1348,22,0
64,7266254749,7266254749,3246,47,7
390,6924295878,6924295878,2870,82,7
868,5855618451,5855618451,2736,31,3
28,9623105094,9623105094,3957,90,7
309,2176793145,2176793145,2411,82,5
590,3267356390,3267356390,2172,10,3
361,2635068328,2635068328,1671,40,6
647,5753203909,5753203909,3200,84,5
495,3043206922,3043206922,2556,63,5
443,5407155499,5407155499,2707,35,3
44,6321028039,6321028039,3770,78,5
728,2921677700,2921677700,2637,88,5
560,5755912105,5755912105,2048,49,6
57,8866177084,8866177084,3488,95,7
420,6791502790,6791502790,3238,37,2
228,3959809175,3959809175,3445,65,5
607,2540966706,2540966706,2787,6,3
31,6898876018,6898876018,3807,97,5
493,2039696570,2039696570,3553,90,5
485,3352984508,3352984508,2443,78,5
736,5507057226,5507057226,3808,63,5
220,3567767783,3567767783,2481,69,5
79,6453394790,6453394790,3539,11,3
825,2114735545,2114735545,1645,78,6
435,6647742044,6647742044,2794,39,5
473,4767371092,4767371092,1170,11,0
60,8697049747,8697049747,3752,75,7
336,6837874368,6837874368,2072,4,4
976,5855521780,5855521780,1889,55,6
693,5427333974,5427333974,3588,72,5
890,3478996825,3478996825,2674,82,5
48,8214127096,8214127096,3328,80,7
199,109220010,109220010,488,75,6
611,3872679433,3872679433,2064,49,6
