task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
431,2745307255,2745307255,2390,28,3
228,3959809175,3959809175,3445,65,5
181,1244983994,1244983994,615,56,6
841,2498863867,2498863867,1443,15,0
353,3862239372,3862239372,2806,25,3
394,2084070677,2084070677,3258,77,5
305,3423507236,3423507236,1409,76,6
780,5333784019,5333784019,3138,32,3
66,9625206269,9625206269,3497,91,7
821,4858463146,4858463146,1344,56,6
264,3294187664,3294187664,1793,47,6
859,6714969976,6714969976,3841,79,5
687,4372700986,4372700986,3215,23,3
858,6261591620,6261591620,3208,16,3
843,2955104102,2955104102,2394,35,3
574,2821635447,2821635447,1488,10,0
278,5023042708,5023042708,1267,96,6
572,2456726953,2456726953,3952,23,3
542,4403711697,4403711697,3121,94,5
244,5759366418,5759366418,1543,59,6
644,2332862135,2332862135,2672,45,5
645,3515572110,3515572110,1794,28,0
581,5279693005,5279693005,1612,30,0
274,5519113458,5519113458,3975,18,3
675,6089318509,6089318509,3604,65,5
972,2840297578,2840297578,2215,45,5
639,3390677648,3390677648,3932,50,5
601,6371634115,6371634115,3809,92,5
279,2801296226,2801296226,1899,51,6
342,3932556427,3932556427,2000,2,3
554,2715329765,2715329765,3949,73,5
917,2614268288,2614268288,1063,97,6
94,7115330338,7115330338,3087,30,2
555,4234183907,4234183907,3115,15,3
981,5856715799,5856715799,3749,17,3
133,475168246,475168246,822,39,0
267,3912758363,3912758363,1523,28,0
591,3076424610,3076424610,2736,22,3
446,6926749924,6926749924,1783,83,1
686,2164129624,2164129624,2256,32,3
153,108581720,108581720,364,41,6
547,5672096173,5672096173,1399,87,6
39,8107223386,8107223386,3930,99,7
276,2704807530,2704807530,1352,86,6
989,6973575272,6973575272,1704,63,1
390,6924295878,6924295878,2870,82,7
692,6719404638,6719404638,1155,53,6
383,5083381858,5083381858,2294,38,3
84,7245814769,7245814769,3635,26,2
166,1546799379,1546799379,132,76,6
