task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
110,350121953,350121953,581,57,6
813,4243039102,4243039102,2401,58,5
549,4416734224,4416734224,1558,74,6
281,6498863346,6498863346,2763,79,5
276,2704807530,2704807530,1352,86,6
563,5989518203,5989518203,1187,24,0
269,4455423420,4455423420,3941,82,5
995,6932589751,6932589751,1157,32,4
97,7752390480,7752390480,3110,15,2
290,3158207063,3158207063,3041,87,5
252,6693951764,6693951764,2104,34,3
946,4458096039,4458096039,2170,35,3
955,3369594709,3369594709,1550,6,0
272,2556593225,2556593225,2599,73,5
989,6973575272,6973575272,1704,63,1
703,6404003456,6404003456,2645,16,3
978,4609237179,4609237179,2183,69,5
676,5385642999,5385642999,1251,15,0
358,3315136230,3315136230,1039,53,6
608,4977665064,4977665064,2463,81,5
4,9200584488,9200584488,3098,7,2
979,2446895123,2446895123,1482,28,0
853,4868852133,4868852133,2465,74,5
636,2110233293,2110233293,3629,85,5
241,5773730754,5773730754,1890,80,6
631,3350433968,3350433968,1669,39,6
747,3286035676,3286035676,1151,65,6
71,9978829876,9978829876,3565,62,7
903,6010900151,6010900151,1378,97,6
256,6974018004,6974018004,1025,10,4
755,2705849722,2705849722,1673,29,0
704,3828662137,3828662137,1383,97,6
839,2419303092,2419303092,1822,18,0
202,5256306564,5256306564,2518,38,3
434,4017064828,4017064828,3098,68,5
297,3760378222,3760378222,2262,81,5
768,6959977700,6959977700,3600,36,2
905,3562684172,3562684172,1194,95,6
260,2342467196,2342467196,3758,62,5
947,2012311957,2012311957,2794,27,3
324,5502620453,5502620453,1471,20,0
460,2878945148,2878945148,2066,3,3
645,3515572110,3515572110,1794,28,0
123,396369693,396369693,244,98,6
475,2179603517,2179603517,1153,7,0
403,5718502277,5718502277,3769,65,5
498,3610814346,3610814346,2452,63,5
217,4010595003,4010595003,1846,38,0
374,5014678204,5014678204,2915,11,3
632,4719861345,4719861345,3195,76,5
