task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
519,2450178478,2450178478,2508,77,5
380,6665776601,6665776601,3676,4,3
38,6375065697,6375065697,3760,34,3
565,5705424347,5705424347,3284,60,5
295,6810776638,6810776638,3181,52,7
908,5009542350,5009542350,3734,77,5
676,5385642999,5385642999,1251,15,0
483,4804265949,4804265949,1428,98,6
755,2705849722,2705849722,1673,29,0
53,9878448326,9878448326,3114,54,7
612,2414694304,2414694304,1744,50,6
346,3207289322,3207289322,3741,12,3
879,2388580510,2388580510,2588,86,5
418,2877913970,2877913970,1713,85,6
818,3584255091,3584255091,1487,85,6
911,4401930183,4401930183,2772,77,5
86,9980667114,9980667114,3909,26,2
721,2474955271,2474955271,3431,58,5
828,4243022560,4243022560,1694,96,6
99,9742304755,9742304755,3092,32,2
861,5143486872,5143486872,1191,14,0
50,8758776748,8758776748,3043,40,7
417,2417847053,2417847053,3250,29,3
172,1974999998,1974999998,589,52,6
793,5633348300,5633348300,3193,31,3
286,4144537378,4144537378,1955,94,6
456,2777864006,2777864006,2502,33,3
547,5672096173,5672096173,1399,87,6
582,5072800115,5072800115,3267,28,3
883,3050310815,3050310815,1557,73,6
824,4405060153,4405060153,2625,85,5
765,2983707699,2983707699,3051,83,5
768,6959977700,6959977700,3600,36,2
560,5755912105,5755912105,2048,49,6
862,2371028886,2371028886,3570,33,3
524,3804417830,3804417830,3042,76,5
569,6059569051,6059569051,2462,21,3
410,5293147585,5293147585,2880,50,5
278,5023042708,5023042708,1267,96,6
284,6653809106,6653809106,2059,78,5
965,5632581342,5632581342,3015,77,5
152,253864026,253864026,987,64,6
26,9730932834,9730932834,3988,20,2
611,3872679433,3872679433,2064,49,6
129,979947231,979947231,825,16,0
886,4035786219,4035786219,3920,73,5
771,4877965784,4877965784,2060,29,3
906,3360107218,3360107218,2221,37,3
196,1952641340,1952641340,194,21,0
661,3966061825,3966061825,1943,50,6
