task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
154,901807320,901807320,145,38,0
580,2549068432,2549068432,3424,59,5
820,3441742516,3441742516,3535,43,5
978,4609237179,4609237179,2183,69,5
855,2564470867,2564470867,3740,88,5
552,5631505729,5631505729,2454,4,3
642,2086430518,2086430518,1147,98,6
541,6674003152,6674003152,2112,49,7
428,3570326199,3570326199,3996,69,5
139,1448007753,1448007753,758,2,0
831,3779547120,3779547120,1664,32,0
252,6693951764,6693951764,2104,34,3
404,2347202689,2347202689,3387,8,3
355,6907578396,6907578396,3066,25,2
775,5042404697,5042404697,2628,79,5
575,6243986694,6243986694,1969,13,0
327,6431892996,6431892996,2948,12,3
586,4092717954,4092717954,3643,73,5
878,4634782137,4634782137,2278,82,5
201,6715491145,6715491145,1897,47,1
240,5096615321,5096615321,2451,76,5
990,5126612686,5126612686,3520,7,3
907,3682114794,3682114794,2145,46,5
334,3974668324,3974668324,2875,92,5
112,1432392700,1432392700,257,32,0
530,6560720168,6560720168,2025,23,0
858,6261591620,6261591620,3208,16,3
944,6331730021,6331730021,1384,74,6
847,3766631380,3766631380,2871,56,5
762,3039014594,3039014594,1832,45,6
558,5519889191,5519889191,1765,1,0
542,4403711697,4403711697,3121,94,5
126,116435462,116435462,119,40,0
55,8866055355,8866055355,3727,25,2
725,5529053111,5529053111,1221,78,6
594,4536621761,4536621761,1786,9,0
63,8690370250,8690370250,3481,66,7
757,6107476667,6107476667,2680,91,5
360,2045958323,2045958323,1831,48,6
77,7555094598,7555094598,3468,50,7
146,974422766,974422766,614,99,6
166,1546799379,1546799379,132,76,6
779,6704231024,6704231024,1515,49,6
229,6828882218,6828882218,1612,92,1
400,5261574203,5261574203,3947,72,5
349,2093959230,2093959230,1311,35,0
490,5652773064,5652773064,3810,5,3
282,6719604906,6719604906,3312,90,5
147,1764602190,1764602190,255,52,6
322,4498532643,4498532643,3138,13,3
