task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
164,1102172486,1102172486,837,67,6
844,2900677853,2900677853,1470,4,0
510,5834298456,5834298456,2311,38,3
477,5791365102,5791365102,1735,91,6
567,5381274486,5381274486,2835,34,3
463,5649807115,5649807115,3622,66,5
141,498189217,498189217,514,66,6
245,6468139159,6468139159,2104,32,3
856,6903860538,6903860538,1154,17,4
835,4302280817,4302280817,1157,23,0
223,2578378527,2578378527,2540,71,5
464,4642389139,4642389139,2148,93,5
660,6316611929,6316611929,2051,3,3
778,5963651933,5963651933,2360,5,3
720,3544199886,3544199886,1135,1,0
263,3550327487,3550327487,3303,10,3
801,3329852898,3329852898,1507,74,6
889,2051556604,2051556604,2217,24,3
524,3804417830,3804417830,3042,76,5
331,2893881864,2893881864,2786,87,5
126,116435462,116435462,119,40,0
876,4565371210,4565371210,1667,11,0
492,5815848968,5815848968,1368,95,6
80,9162737562,9162737562,3115,16,2
269,4455423420,4455423420,3941,82,5
392,6362612683,6362612683,2435,7,3
139,1448007753,1448007753,758,2,0
13,9306861279,9306861279,3104,80,7
810,2484775459,2484775459,2500,23,3
20,6429450170,6429450170,3916,26,3
674,2322705447,2322705447,2015,94,5
469,5316757214,5316757214,2570,38,3
94,7115330338,7115330338,3087,30,2
556,4567733421,4567733421,2661,53,5
768,6959977700,6959977700,3600,36,2
940,3826297264,3826297264,2142,53,5
235,2890920523,2890920523,2195,3,3
341,5438101720,5438101720,2107,62,5
724,4069293632,4069293632,1089,18,0
356,6240595565,6240595565,1871,54,6
461,4017438174,4017438174,2674,57,5
481,3550063673,3550063673,1159,75,6
365,6448364046,6448364046,3662,42,5
36,9750678843,9750678843,3881,25,2
254,2664861009,2664861009,3079,8,3
980,3950714533,3950714533,3330,82,5
593,2131434211,2131434211,1169,55,6
330,3224055518,3224055518,1649,77,6
37,8927531506,8927531506,3230,92,7
393,2271053165,2271053165,1461,41,6
