task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
710,2863652340,2863652340,1932,33,0
721,3400098615,3400098615,2518,92,5
788,3955557692,3955557692,1072,36,0
314,5006492736,5006492736,3546,12,3
149,233032197,233032197,363,9,0
377,6527723903,6527723903,1502,76,6
332,2620871484,2620871484,1317,80,6
334,3887499278,3887499278,1511,23,0
570,5825809280,5825809280,1706,83,6
789,3697529657,3697529657,2943,42,5
526,2755268066,2755268066,1705,79,6
953,3856091025,3856091025,3363,63,5
603,5096491853,5096491853,3423,78,5
613,5803764727,5803764727,1492,17,0
448,5972974757,5972974757,1261,39,6
74,6267637583,6267637583,3553,94,5
718,6478390923,6478390923,3739,86,5
947,2921071321,2921071321,3914,74,5
639,6956434258,6956434258,2707,89,7
967,3105843056,3105843056,3633,68,5
231,2656654994,2656654994,1954,47,6
701,2151481043,2151481043,1727,66,6
871,4907865034,4907865034,1881,42,6
340,2934114375,2934114375,3900,83,5
256,2147378126,2147378126,2112,60,5
49,6354030115,6354030115,3447,82,5
86,6288769629,6288769629,3952,22,3
167,335924312,335924312,626,93,6
491,5629050464,5629050464,2801,25,3
961,5490865062,5490865062,3796,84,5
270,5449242188,5449242188,1785,10,0
487,6923602650,6923602650,1140,33,4
134,1614758135,1614758135,107,2,0
1,6936637443,6936637443,3109,52,7
404,6757515629,6757515629,2388,66,7
694,4496903250,4496903250,2993,8,3
550,3388835952,3388835952,1519,35,0
615,3669417218,3669417218,2433,12,3
558,4333572846,4333572846,3920,97,5
729,2921791420,2921791420,2242,13,3
556,5810306930,5810306930,2629,15,3
837,2252386165,2252386165,2217,54,5
76,6651292380,6651292380,3778,74,5
121,1509526100,1509526100,357,37,0
883,5828496715,5828496715,3504,30,3
943,5587804297,5587804297,3838,77,5
529,3184977097,3184977097,1473,34,0
181,23162142,23162142,242,20,0
992,4493648776,4493648776,2998,58,5
40,6418952701,6418952701,3349,37,3
