task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
889,2368766927,2368766927,2825,43,5
178,941256926,941256926,307,37,0
35,6077204300,6077204300,3956,14,3
958,6739253668,6739253668,3589,61,5
888,3140867164,3140867164,1627,13,0
405,3625762425,3625762425,1411,18,0
723,2816056609,2816056609,2285,10,3
525,3215638488,3215638488,1052,98,6
726,2621919116,2621919116,3974,83,5
231,2656654994,2656654994,1954,47,6
691,2213255498,2213255498,2573,93,5
957,5557433357,5557433357,1879,8,0
915,3308924020,3308924020,2232,76,5
275,4353461539,4353461539,1093,33,0
340,2934114375,2934114375,3900,83,5
715,2533987050,2533987050,1683,39,0
130,1179562888,1179562888,437,9,0
42,6453807975,6453807975,3331,27,3
292,3781916136,3781916136,1955,79,6
914,3991349067,3991349067,1564,42,6
751,4466213501,4466213501,1717,30,0
858,5693496759,5693496759,1331,29,0
467,6415637241,6415637241,3540,99,5
544,6141627344,6141627344,1344,95,6
632,3696591798,3696591798,3761,68,5
607,2196146644,2196146644,2847,27,3
844,3552001794,3552001794,1514,61,6
440,5405521381,5405521381,3111,64,5
30,6358347143,6358347143,3489,6,3
855,4438628970,4438628970,1586,99,6
931,4283479930,4283479930,2346,32,3
268,4487518917,4487518917,3045,41,5
701,2151481043,2151481043,1727,66,6
43,6364245847,6364245847,3238,69,5
979,2905058353,2905058353,3677,77,5
737,4132452434,4132452434,2622,80,5
775,5796734291,5796734291,3904,58,5
527,2681713477,2681713477,3941,6,3
193,1598451292,1598451292,723,4,0
864,3709613649,3709613649,1657,87,6
784,3768479629,3768479629,3739,93,5
135,366001241,366001241,272,64,6
204,3277773911,3277773911,2686,48,5
689,3478434357,3478434357,1218,79,6
670,5808483725,5808483725,1180,34,0
169,210502265,210502265,277,36,0
142,907945782,907945782,991,17,0
645,4599286218,4599286218,3905,25,3
233,3727376738,3727376738,3610,33,3
727,2044791484,2044791484,1459,2,0
