task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
277,2735699240,2735699240,3894,53,5
207,6807463229,6807463229,3579,40,7
74,6267637583,6267637583,3553,94,5
867,4809974996,4809974996,1888,42,6
790,6228848575,6228848575,1921,30,0
496,6516325105,6516325105,1551,52,6
442,6428535666,6428535666,2376,18,3
823,3643483842,3643483842,3019,47,5
829,4165244997,4165244997,2214,54,5
40,6418952701,6418952701,3349,37,3
422,2969373281,2969373281,2479,96,5
659,4849183753,4849183753,2592,51,5
195,50978622,50978622,924,74,6
792,3754338394,3754338394,3299,24,3
873,5293958365,5293958365,2008,51,6
744,4957050094,4957050094,2516,69,5
377,6527723903,6527723903,1502,76,6
263,4860143256,4860143256,2746,67,5
41,6796552307,6796552307,3067,98,5
63,6699415443,6699415443,3952,66,5
261,2793134349,2793134349,3785,65,5
651,2676321984,2676321984,2069,44,6
632,3696591798,3696591798,3761,68,5
737,4132452434,4132452434,2622,80,5
462,2706678353,2706678353,2460,87,5
640,2081344461,2081344461,3352,60,5
76,6651292380,6651292380,3778,74,5
463,3074978868,3074978868,2243,20,3
381,6316112234,6316112234,2267,63,5
864,3709613649,3709613649,1657,87,6
426,2145216009,2145216009,1391,45,6
225,3608472398,3608472398,2668,73,5
703,4999511765,4999511765,2436,1,3
96,6692011629,6692011629,3234,22,3
660,4034689479,4034689479,1837,58,6
425,3664237795,3664237795,1661,99,6
219,4643227709,4643227709,3213,13,3
684,3410464043,3410464043,2570,94,5
242,6411946545,6411946545,3105,4,3
624,2547823593,2547823593,2708,64,5
293,2730540649,2730540649,1797,47,6
114,769499244,769499244,659,81,6
560,5127593158,5127593158,3737,98,5
539,3759047717,3759047717,2326,60,5
21,6479180481,6479180481,3798,34,3
543,5395883382,5395883382,3415,65,5
685,6532435806,6532435806,1461,37,6
812,4774572924,4774572924,1086,60,6
80,6377070898,6377070898,3776,5,3
558,4333572846,4333572846,3920,97,5
