task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
340,2934114375,2934114375,3900,83,5
289,3685962092,3685962092,3006,91,5
807,4515408497,4515408497,3598,30,3
71,6252876991,6252876991,3346,65,5
695,5608087304,5608087304,3720,4,3
258,2362558649,2362558649,3967,90,5
901,5900726766,5900726766,2088,71,5
892,2448265159,2448265159,3931,97,5
500,2155520355,2155520355,3553,83,5
176,901051565,901051565,183,78,6
473,4739731080,4739731080,3118,67,5
605,5050980023,5050980023,3365,19,3
898,3663074385,3663074385,1755,35,0
249,4977787888,4977787888,3116,50,5
658,4181015994,4181015994,1594,94,6
380,6444084135,6444084135,2239,27,3
256,2147378126,2147378126,2112,60,5
394,3875168441,3875168441,3532,27,3
253,6831993702,6831993702,1622,45,1
54,6031640517,6031640517,3774,19,3
851,2376834265,2376834265,3152,40,3
310,5414812021,5414812021,3487,74,5
468,2075942254,2075942254,2698,4,3
974,4982262083,4982262083,3802,11,3
753,3323275963,3323275963,3900,18,3
956,4093882609,4093882609,1870,7,0
471,6569682568,6569682568,1311,59,6
737,4132452434,4132452434,2622,80,5
720,3508319189,3508319189,2391,31,3
712,5041875423,5041875423,2929,30,3
31,6309107441,6309107441,3623,9,3
353,2354043659,2354043659,3319,41,3
814,2330586951,2330586951,1521,39,0
464,4298754687,4298754687,3611,71,5
499,4321350938,4321350938,3303,44,5
173,531055155,531055155,324,91,6
237,4154125475,4154125475,2594,59,5
104,825821354,825821354,239,80,6
636,3785836851,3785836851,2261,2,3
429,2010127563,2010127563,1353,28,0
470,2088271063,2088271063,2555,2,3
912,4001166095,4001166095,1546,6,0
181,23162142,23162142,242,20,0
530,6082911250,6082911250,3279,11,3
400,5268238831,5268238831,2812,31,3
362,2561327606,2561327606,1274,8,0
946,5837075535,5837075535,3199,55,5
271,3257190357,3257190357,3876,93,5
601,4603385611,4603385611,3949,72,5
899,3290111931,3290111931,2712,86,5
