task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
805,3368736791,3368736791,3601,25,3
724,4975126984,4975126984,1148,7,0
878,3779639576,3779639576,3762,31,3
13,6817797389,6817797389,3931,3,2
791,6998036122,6998036122,2000,70,1
384,4592268414,4592268414,2426,66,5
407,3757993056,3757993056,3643,86,5
503,2065557679,2065557679,3157,62,5
296,5842067383,5842067383,2594,17,3
263,4860143256,4860143256,2746,67,5
839,3473247964,3473247964,3260,17,3
838,3838236062,3838236062,1736,61,6
168,1190959617,1190959617,599,7,0
253,6831993702,6831993702,1622,45,1
332,2620871484,2620871484,1317,80,6
23,6813216837,6813216837,3505,38,7
689,3478434357,3478434357,1218,79,6
998,5855890507,5855890507,2088,50,6
685,6532435806,6532435806,1461,37,6
120,1217590063,1217590063,974,93,6
771,5035886836,5035886836,3551,73,5
661,3198155620,3198155620,1477,51,6
556,5810306930,5810306930,2629,15,3
523,4697349479,4697349479,3615,88,5
66,6143393971,6143393971,3361,24,3
809,4936916095,4936916095,1751,9,0
720,3508319189,3508319189,2391,31,3
787,5702138970,5702138970,3201,49,5
811,4269775197,4269775197,3229,58,5
363,4239476773,4239476773,2398,13,3
545,2206901574,2206901574,2377,77,5
404,6757515629,6757515629,2388,66,7
529,3184977097,3184977097,1473,34,0
113,86487098,86487098,848,84,6
788,3955557692,3955557692,1072,36,0
964,5075819155,5075819155,2071,15,3
27,6963146212,6963146212,3798,62,7
705,2649827646,2649827646,1446,35,0
311,6749032732,6749032732,2538,3,2
98,6470253660,6470253660,3719,60,5
599,3530192261,3530192261,2730,50,5
93,6089603993,6089603993,3062,65,5
960,3959353954,3959353954,3705,24,3
487,6923602650,6923602650,1140,33,4
275,4353461539,4353461539,1093,33,0
400,5268238831,5268238831,2812,31,3
955,4766876520,4766876520,2311,88,5
270,5449242188,5449242188,1785,10,0
200,6004878917,6004878917,1899,76,6
22,6345550558,6345550558,3722,70,5
