task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
472,4604995469,4604995469,3326,9,3
717,2942705682,2942705682,1757,93,6
294,3412740164,3412740164,1776,1,0
160,134581482,134581482,796,12,0
737,4132452434,4132452434,2622,80,5
375,6056800868,6056800868,1712,14,0
498,3681090089,3681090089,2201,82,5
62,6959611325,6959611325,3635,44,7
91,6034308858,6034308858,3568,76,5
878,3779639576,3779639576,3762,31,3
380,6444084135,6444084135,2239,27,3
681,2173011725,2173011725,2717,23,3
106,723538829,723538829,963,28,0
203,5654365835,5654365835,1336,71,6
285,5053020445,5053020445,2726,85,5
323,6236682607,6236682607,1163,62,6
322,3160798820,3160798820,1257,95,6
23,6813216837,6813216837,3505,38,7
957,5557433357,5557433357,1879,8,0
290,4617576000,4617576000,3715,39,3
798,3811443664,3811443664,2885,82,5
621,3013056804,3013056804,2040,10,3
355,6742943273,6742943273,2133,21,2
918,4206162816,4206162816,3567,2,3
868,3265045282,3265045282,1252,79,6
978,3118460463,3118460463,3279,71,5
327,3158142497,3158142497,2882,29,3
742,2212822891,2212822891,3099,43,3
427,4532704908,4532704908,2334,15,3
477,6130436473,6130436473,3736,60,5
93,6089603993,6089603993,3062,65,5
252,3772853520,3772853520,3174,47,5
783,4726513609,4726513609,2603,23,3
249,4977787888,4977787888,3116,50,5
463,3074978868,3074978868,2243,20,3
971,6799152137,6799152137,2929,49,7
672,3346207510,3346207510,2200,69,5
548,3660208022,3660208022,1795,46,6
246,2213798479,2213798479,1270,12,0
947,2921071321,2921071321,3914,74,5
451,2941140792,2941140792,2781,22,3
423,4719280306,4719280306,3735,92,5
14,6620362096,6620362096,3781,17,3
730,4355746886,4355746886,3740,57,5
845,3502548150,3502548150,3118,67,5
115,1795531707,1795531707,479,19,0
122,314614644,314614644,716,91,6
255,2975546886,2975546886,3458,51,5
995,2153844821,2153844821,1252,56,6
823,3643483842,3643483842,3019,47,5
