task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
339,2633459183,2633459183,3989,78,5
906,6524700103,6524700103,1524,99,6
257,6506870536,6506870536,3231,74,5
900,2241146775,2241146775,3969,89,5
35,6077204300,6077204300,3956,14,3
780,6707548958,6707548958,2180,92,5
354,2838958627,2838958627,3106,94,5
164,1134987359,1134987359,400,17,0
910,5641894833,5641894833,1122,63,6
457,2308485829,2308485829,3885,99,5
870,6041519030,6041519030,2661,50,5
988,4348662642,4348662642,2601,94,5
841,2277673676,2277673676,3354,11,3
829,4165244997,4165244997,2214,54,5
662,6674897567,6674897567,2164,79,5
614,5753369258,5753369258,3367,11,3
981,6655047745,6655047745,2357,58,5
303,3731231913,3731231913,3302,57,5
936,2005055201,2005055201,1780,77,6
153,1025079902,1025079902,530,60,6
263,4860143256,4860143256,2746,67,5
65,6214288477,6214288477,3747,92,5
548,3660208022,3660208022,1795,46,6
403,5044906060,5044906060,1617,22,0
958,6739253668,6739253668,3589,61,5
847,2227761973,2227761973,1786,26,0
783,4726513609,4726513609,2603,23,3
532,4734015079,4734015079,2240,47,5
959,2593412396,2593412396,1449,8,0
4,6274007411,6274007411,3444,17,3
157,468847989,468847989,794,16,0
925,2728154543,2728154543,3817,32,3
535,3622274628,3622274628,2287,78,5
762,3175263989,3175263989,2230,56,5
856,5523027666,5523027666,3742,31,3
567,6968708303,6968708303,2732,52,7
452,2758587872,2758587872,3983,16,3
27,6963146212,6963146212,3798,62,7
392,2472233763,2472233763,1461,98,6
738,6359624116,6359624116,3331,20,3
603,5096491853,5096491853,3423,78,5
684,3410464043,3410464043,2570,94,5
411,6762972302,6762972302,2278,24,2
808,5661557810,5661557810,2976,24,3
727,2044791484,2044791484,1459,2,0
922,4698217372,4698217372,3039,15,3
176,901051565,901051565,183,78,6
100,1981358268,1981358268,478,44,6
774,2415919069,2415919069,2509,82,5
210,2401722709,2401722709,1912,90,6
