task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
232,3629172141,3629172141,2708,26,3
699,4590403997,4590403997,1105,47,6
169,210502265,210502265,277,36,0
862,4622491289,4622491289,1955,53,6
192,889526892,889526892,525,49,6
237,4154125475,4154125475,2594,59,5
780,6707548958,6707548958,2180,92,5
142,907945782,907945782,991,17,0
666,4636758237,4636758237,2122,1,3
788,3955557692,3955557692,1072,36,0
736,5044267778,5044267778,2828,21,3
383,4123934954,4123934954,2053,81,5
23,6813216837,6813216837,3505,38,7
307,5496224887,5496224887,3139,68,5
302,2917473003,2917473003,3114,4,3
832,6265586449,6265586449,2564,54,5
553,4018241201,4018241201,3297,23,3
956,4093882609,4093882609,1870,7,0
3,6622423350,6622423350,3861,58,5
674,5678673386,5678673386,2545,13,3
678,5758773810,5758773810,3962,70,5
728,3524803379,3524803379,1542,76,6
80,6377070898,6377070898,3776,5,3
833,5339030884,5339030884,3277,18,3
418,3998252019,3998252019,3476,91,5
69,6409099291,6409099291,3346,56,5
443,4281801362,4281801362,1117,41,6
611,6443628684,6443628684,1897,1,0
48,6799478316,6799478316,3398,50,7
707,6498216250,6498216250,2543,56,5
159,639765353,639765353,421,61,6
950,4854402532,4854402532,3433,51,5
547,4353088307,4353088307,2734,22,3
558,4333572846,4333572846,3920,97,5
560,5127593158,5127593158,3737,98,5
145,79842860,79842860,806,56,6
323,6236682607,6236682607,1163,62,6
548,3660208022,3660208022,1795,46,6
972,4074221030,4074221030,2148,7,3
971,6799152137,6799152137,2929,49,7
893,2985647133,2985647133,2130,10,3
16,6221410190,6221410190,3209,43,5
53,6610353045,6610353045,3430,1,3
932,5701787898,5701787898,2783,12,3
933,6709212036,6709212036,1352,65,6
635,2070001257,2070001257,1160,32,0
527,2681713477,2681713477,3941,6,3
660,4034689479,4034689479,1837,58,6
364,3621108311,3621108311,2243,66,5
206,3001477122,3001477122,1942,29,0
