task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
201,3031701440,3031701440,1625,25,0
821,4031564987,4031564987,3461,15,3
778,3582655738,3582655738,2125,34,3
982,6563152079,6563152079,1143,26,0
93,6089603993,6089603993,3062,65,5
384,4592268414,4592268414,2426,66,5
522,3404630176,3404630176,3041,80,5
948,3677739421,3677739421,1690,46,6
320,4039537284,4039537284,2696,44,5
458,3246921333,3246921333,1323,66,6
293,2730540649,2730540649,1797,47,6
387,2696933849,2696933849,1528,73,6
268,4487518917,4487518917,3045,41,5
660,4034689479,4034689479,1837,58,6
174,285918337,285918337,443,63,6
41,6796552307,6796552307,3067,98,5
223,6547535085,6547535085,1133,52,6
142,907945782,907945782,991,17,0
987,5048762099,5048762099,3085,36,3
759,4604716360,4604716360,1540,79,6
459,2308884907,2308884907,3983,54,5
523,4697349479,4697349479,3615,88,5
337,2888314405,2888314405,1446,29,0
109,192933273,192933273,204,82,6
775,5796734291,5796734291,3904,58,5
433,6202517758,6202517758,2948,96,5
700,5616514214,5616514214,1928,65,6
512,5533199189,5533199189,3788,90,5
340,2934114375,2934114375,3900,83,5
695,5608087304,5608087304,3720,4,3
601,4603385611,4603385611,3949,72,5
160,134581482,134581482,796,12,0
135,366001241,366001241,272,64,6
610,2879497743,2879497743,1375,30,0
901,5900726766,5900726766,2088,71,5
668,3962389708,3962389708,2706,5,3
200,6004878917,6004878917,1899,76,6
688,3608058100,3608058100,3279,90,5
438,2045330028,2045330028,2501,12,3
435,2430289215,2430289215,1751,46,6
570,5825809280,5825809280,1706,83,6
410,3790958385,3790958385,2012,7,3
42,6453807975,6453807975,3331,27,3
122,314614644,314614644,716,91,6
940,6295051197,6295051197,3210,56,5
782,4668038998,4668038998,2495,59,5
28,6357609004,6357609004,3196,51,5
944,3881417896,3881417896,1836,11,0
80,6377070898,6377070898,3776,5,3
600,4973036174,4973036174,1879,46,6
