task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
804,4106949923,4106949923,3683,58,5
94,6648662176,6648662176,3830,36,3
321,4747324147,4747324147,2856,27,3
814,2330586951,2330586951,1521,39,0
822,3109303043,3109303043,1678,70,6
780,6707548958,6707548958,2180,92,5
445,5928619846,5928619846,1358,17,0
314,5006492736,5006492736,3546,12,3
833,5339030884,5339030884,3277,18,3
795,6671773078,6671773078,1275,19,0
97,6953493942,6953493942,3092,10,2
23,6813216837,6813216837,3505,38,7
614,5753369258,5753369258,3367,11,3
648,2478333557,2478333557,3944,50,5
893,2985647133,2985647133,2130,10,3
333,3203160172,3203160172,1094,8,0
155,1486097993,1486097993,564,1,0
939,3778361199,3778361199,2875,8,3
43,6364245847,6364245847,3238,69,5
462,2706678353,2706678353,2460,87,5
261,2793134349,2793134349,3785,65,5
508,5957285879,5957285879,1851,15,0
156,1589943259,1589943259,921,75,6
973,5603691741,5603691741,1562,50,6
885,6013032956,6013032956,1531,44,6
414,6068186825,6068186825,1705,12,0
573,5471679514,5471679514,1468,64,6
585,3217906189,3217906189,3892,81,5
730,4355746886,4355746886,3740,57,5
98,6470253660,6470253660,3719,60,5
208,4314511836,4314511836,2114,49,5
341,3916968771,3916968771,2789,19,3
860,6964038233,6964038233,2803,53,7
96,6692011629,6692011629,3234,22,3
428,4670635480,4670635480,2592,1,3
478,3128809172,3128809172,2126,86,5
955,4766876520,4766876520,2311,88,5
914,3991349067,3991349067,1564,42,6
654,5735843194,5735843194,2019,90,5
880,4838686090,4838686090,1806,34,0
505,2648411877,2648411877,3593,14,3
279,3590419148,3590419148,2936,37,3
881,6654497638,6654497638,2415,81,5
616,3359919462,3359919462,2372,49,5
258,2362558649,2362558649,3967,90,5
334,3887499278,3887499278,1511,23,0
111,1270714113,1270714113,688,45,6
52,6670064343,6670064343,3109,61,5
70,6766550542,6766550542,3058,9,2
584,5979899501,5979899501,1896,89,6
