task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
56,6012806514,6012806514,3926,28,3
6,6998203857,6998203857,3544,22,2
555,5485965309,5485965309,1234,33,0
982,6563152079,6563152079,1143,26,0
706,4864415738,4864415738,1293,27,0
4,6274007411,6274007411,3444,17,3
254,3520712454,3520712454,1720,90,6
696,6548996865,6548996865,1833,86,6
241,5606261150,5606261150,2731,30,3
852,3451811149,3451811149,1220,78,6
846,6744660982,6744660982,2846,48,7
483,6573859259,6573859259,2138,8,3
373,6127954332,6127954332,1035,39,6
644,5557894350,5557894350,1832,72,6
195,50978622,50978622,924,74,6
658,4181015994,4181015994,1594,94,6
891,3870027561,3870027561,2920,37,3
188,272595531,272595531,665,89,6
472,4604995469,4604995469,3326,9,3
781,5348059258,5348059258,2061,73,5
432,2440669367,2440669367,1154,60,6
920,5500074324,5500074324,3708,92,5
281,5247643281,5247643281,2294,25,3
203,5654365835,5654365835,1336,71,6
431,5803628768,5803628768,1082,76,6
400,5268238831,5268238831,2812,31,3
317,3866518743,3866518743,2334,32,3
320,4039537284,4039537284,2696,44,5
894,2455105733,2455105733,1481,66,6
377,6527723903,6527723903,1502,76,6
528,2149778122,2149778122,3972,41,3
423,4719280306,4719280306,3735,92,5
536,3859483432,3859483432,1814,16,0
169,210502265,210502265,277,36,0
539,3759047717,3759047717,2326,60,5
187,67344128,67344128,514,47,6
470,2088271063,2088271063,2555,2,3
712,5041875423,5041875423,2929,30,3
895,4500012579,4500012579,3088,98,5
419,4164819617,4164819617,3175,50,5
174,285918337,285918337,443,63,6
762,3175263989,3175263989,2230,56,5
780,6707548958,6707548958,2180,92,5
647,2645376281,2645376281,1180,28,0
501,6764764265,6764764265,3084,30,2
222,2981904367,2981904367,2260,54,5
455,2207660538,2207660538,2961,70,5
140,816154653,816154653,343,42,6
312,5441946865,5441946865,3893,21,3
123,515800010,515800010,526,60,6
