task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
509,4575077836,4575077836,3729,26,3
368,6524551902,6524551902,1692,97,6
963,3902956656,3902956656,3339,85,5
732,3703345573,3703345573,2395,96,5
740,5471449841,5471449841,1326,36,0
429,2010127563,2010127563,1353,28,0
336,4683391095,4683391095,1984,66,6
475,2633555330,2633555330,1373,8,0
392,2472233763,2472233763,1461,98,6
576,5813313727,5813313727,1428,35,0
289,3685962092,3685962092,3006,91,5
597,3468809162,3468809162,2563,11,3
820,2121677673,2121677673,3741,64,5
8,6719787716,6719787716,3519,82,5
201,3031701440,3031701440,1625,25,0
462,2706678353,2706678353,2460,87,5
643,2976657404,2976657404,2501,84,5
361,2725681460,2725681460,2086,84,5
886,4321746528,4321746528,3331,83,5
830,4000114428,4000114428,2365,56,5
993,6103361925,6103361925,2697,98,5
412,6399668679,6399668679,2819,27,3
165,806610263,806610263,948,40,0
955,4766876520,4766876520,2311,88,5
167,335924312,335924312,626,93,6
805,3368736791,3368736791,3601,25,3
959,2593412396,2593412396,1449,8,0
240,3641858659,3641858659,3115,15,3
133,237159940,237159940,724,50,6
572,5654946113,5654946113,2402,59,5
865,4607103341,4607103341,2946,45,5
619,6791941770,6791941770,2889,20,2
743,3022737159,3022737159,3762,34,3
311,6749032732,6749032732,2538,3,2
973,5603691741,5603691741,1562,50,6
169,210502265,210502265,277,36,0
861,4317362213,4317362213,3542,43,5
54,6031640517,6031640517,3774,19,3
762,3175263989,3175263989,2230,56,5
981,6655047745,6655047745,2357,58,5
533,3502030698,3502030698,1499,57,6
559,4094573846,4094573846,2545,87,5
377,6527723903,6527723903,1502,76,6
457,2308485829,2308485829,3885,99,5
234,5147793708,5147793708,1017,44,6
441,4637570367,4637570367,3322,72,5
266,5606509652,5606509652,3046,28,3
77,6274347870,6274347870,3265,5,3
27,6963146212,6963146212,3798,62,7
217,5850669404,5850669404,2454,54,5
