task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
617,5921516132,5921516132,2394,81,5
413,6568737169,6568737169,2999,27,3
36,6244620023,6244620023,3012,70,5
301,2880445826,2880445826,1133,92,6
138,1148892842,1148892842,570,21,0
801,3960365037,3960365037,2030,55,6
712,5041875423,5041875423,2929,30,3
143,1355066394,1355066394,304,11,0
690,2374954684,2374954684,2457,41,3
364,3621108311,3621108311,2243,66,5
91,6034308858,6034308858,3568,76,5
114,769499244,769499244,659,81,6
382,2647615713,2647615713,1657,20,0
509,4575077836,4575077836,3729,26,3
551,3258667052,3258667052,2308,83,5
563,6320204549,6320204549,1302,72,6
654,5735843194,5735843194,2019,90,5
270,5449242188,5449242188,1785,10,0
887,4974889241,4974889241,1093,23,0
726,2621919116,2621919116,3974,83,5
775,5796734291,5796734291,3904,58,5
147,204377043,204377043,387,93,6
14,6620362096,6620362096,3781,17,3
940,6295051197,6295051197,3210,56,5
154,65477697,65477697,480,83,6
553,4018241201,4018241201,3297,23,3
907,4375423699,4375423699,1683,14,0
302,2917473003,2917473003,3114,4,3
909,4533481253,4533481253,1258,55,6
889,2368766927,2368766927,2825,43,5
425,3664237795,3664237795,1661,99,6
489,4257997906,4257997906,1871,56,6
490,4825056852,4825056852,2291,73,5
220,3393250173,3393250173,1154,41,6
762,3175263989,3175263989,2230,56,5
298,4821532850,4821532850,2256,61,5
361,2725681460,2725681460,2086,84,5
568,2404091141,2404091141,1240,48,6
590,5669268878,5669268878,3926,10,3
703,4999511765,4999511765,2436,1,3
760,6622912572,6622912572,2283,42,5
248,5408351173,5408351173,2770,72,5
810,5563706169,5563706169,2020,99,5
496,6516325105,6516325105,1551,52,6
583,4159705363,4159705363,3533,72,5
826,5710256618,5710256618,1300,72,6
472,4604995469,4604995469,3326,9,3
272,3149676933,3149676933,2882,75,5
321,4747324147,4747324147,2856,27,3
201,3031701440,3031701440,1625,25,0
