task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
310,5414812021,5414812021,3487,74,5
504,2518537820,2518537820,3990,42,3
196,1164279914,1164279914,846,16,0
557,2872983335,2872983335,3257,30,3
140,816154653,816154653,343,42,6
71,6252876991,6252876991,3346,65,5
345,5215128554,5215128554,3587,6,3
772,2511994821,2511994821,2595,82,5
532,4734015079,4734015079,2240,47,5
810,5563706169,5563706169,2020,99,5
593,4739081484,4739081484,2683,81,5
618,2659043966,2659043966,2548,8,3
164,1134987359,1134987359,400,17,0
807,4515408497,4515408497,3598,30,3
947,2921071321,2921071321,3914,74,5
861,4317362213,4317362213,3542,43,5
150,674189536,674189536,199,77,6
5,6068027783,6068027783,3948,68,5
576,5813313727,5813313727,1428,35,0
404,6757515629,6757515629,2388,66,7
782,4668038998,4668038998,2495,59,5
47,6474479605,6474479605,3801,25,3
791,6998036122,6998036122,2000,70,1
36,6244620023,6244620023,3012,70,5
940,6295051197,6295051197,3210,56,5
634,6620967448,6620967448,1172,15,0
293,2730540649,2730540649,1797,47,6
174,285918337,285918337,443,63,6
305,2667691445,2667691445,3975,75,5
75,6214736363,6214736363,3816,32,3
199,306148190,306148190,875,14,0
699,4590403997,4590403997,1105,47,6
360,6683491373,6683491373,1891,28,4
562,4424032063,4424032063,1451,75,6
322,3160798820,3160798820,1257,95,6
224,3912088064,3912088064,3786,69,5
958,6739253668,6739253668,3589,61,5
961,5490865062,5490865062,3796,84,5
675,6005000529,6005000529,1657,18,0
438,2045330028,2045330028,2501,12,3
815,2764490245,2764490245,3450,84,5
531,2303781079,2303781079,1049,71,6
91,6034308858,6034308858,3568,76,5
668,3962389708,3962389708,2706,5,3
858,5693496759,5693496759,1331,29,0
598,6600269498,6600269498,3709,73,5
161,1946921146,1946921146,938,99,6
114,769499244,769499244,659,81,6
63,6699415443,6699415443,3952,66,5
521,3199122625,3199122625,2396,21,3
