task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
674,5678673386,5678673386,2545,13,3
632,3696591798,3696591798,3761,68,5
838,3838236062,3838236062,1736,61,6
160,134581482,134581482,796,12,0
571,2987085608,2987085608,1533,37,0
368,6524551902,6524551902,1692,97,6
227,2467579545,2467579545,3623,91,5
409,2762334201,2762334201,2748,77,5
125,961697232,961697232,612,29,0
741,5685335721,5685335721,2800,14,3
871,4907865034,4907865034,1881,42,6
35,6077204300,6077204300,3956,14,3
972,4074221030,4074221030,2148,7,3
605,5050980023,5050980023,3365,19,3
626,6237461143,6237461143,1622,34,0
441,4637570367,4637570367,3322,72,5
318,3901990938,3901990938,2988,53,5
84,6911162829,6911162829,3082,78,7
829,4165244997,4165244997,2214,54,5
419,4164819617,4164819617,3175,50,5
558,4333572846,4333572846,3920,97,5
961,5490865062,5490865062,3796,84,5
867,4809974996,4809974996,1888,42,6
243,2847811164,2847811164,2748,80,5
356,3466355152,3466355152,3781,29,3
556,5810306930,5810306930,2629,15,3
737,4132452434,4132452434,2622,80,5
586,6421164749,6421164749,1065,79,6
868,3265045282,3265045282,1252,79,6
259,4288948495,4288948495,3289,47,5
7,6660901337,6660901337,3685,60,5
575,6944768148,6944768148,2663,49,7
17,6082117791,6082117791,3989,55,5
778,3582655738,3582655738,2125,34,3
0,6462466175,6462466175,3789,76,5
281,5247643281,5247643281,2294,25,3
976,4738902624,4738902624,3400,30,3
593,4739081484,4739081484,2683,81,5
639,6956434258,6956434258,2707,89,7
161,1946921146,1946921146,938,99,6
981,6655047745,6655047745,2357,58,5
273,6741505755,6741505755,2858,77,5
665,3054415266,3054415266,1975,18,3
398,3159720534,3159720534,2128,50,5
163,1634395984,1634395984,265,45,6
706,4864415738,4864415738,1293,27,0
986,4622682667,4622682667,2538,14,3
282,3813507323,3813507323,1004,3,0
661,3198155620,3198155620,1477,51,6
881,6654497638,6654497638,2415,81,5
