task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority
800.0,7346979484.0,7346.979484,1361.0,2700.0
801.0,2908447081.0,2908.447081,728.0,7100.0
802.0,3901031509.0,3901.031509,1585.0,6100.0
803.0,6664282156.0,6664.282156,807.0,3300.0
804.0,6079732135.0,6079.732135,2578.0,3900.0
805.0,8311932439.0,8311.932439,218.0,1700.0
806.0,8559704224.0,8559.704224,1165.0,1400.0
807.0,3514088825.0,3514.088825,864.0,6500.0
808.0,8631162077.0,8631.162077,275.0,1400.0
809.0,1017931117.0,1017.931117,2838.0,9000.0
810.0,6820104684.0,6820.104684,1775.0,3200.0
811.0,2002770323.0,2002.770323,987.0,8000.0
812.0,3527072047.0,3527.072047,2639.0,6500.0
813.0,6744387558.0,6744.387558,163.0,3300.0
814.0,6553478310.0,6553.47831,1560.0,3400.0
815.0,8605318594.0,8605.318594,728.0,1400.0
816.0,7856367521.0,7856.367521,1449.0,2100.0
817.0,3376071287.0,3376.071287,1302.0,6600.0
818.0,6992494789.0,6992.494789,971.0,3000.0
819.0,8821383827.0,8821.383827,2716.0,1200.0
820.0,7987755549.0,7987.755549,1279.0,2000.0
821.0,7552088150.0,7552.08815,1257.0,2400.0
822.0,8557738983.0,8557.738983,1144.0,1400.0
823.0,7133411491.0,7133.411491,2110.0,2900.0
824.0,8748273017.0,8748.273017,2493.0,1300.0
825.0,5723161822.0,5723.161822,1683.0,4300.0
826.0,3646550685.0,3646.550685,1218.0,6400.0
827.0,2785828092.0,2785.828092,2210.0,7200.0
828.0,1682537723.0,1682.537723,1026.0,8300.0
829.0,8377247174.0,8377.247174,2892.0,1600.0
830.0,6089588951.0,6089.588951,2140.0,3900.0
831.0,6721504501.0,6721.504501,2342.0,3300.0
832.0,5028043939.0,5028.043939,2749.0,5000.0
833.0,3997209864.0,3997.209864,726.0,6000.0
834.0,6138311558.0,6138.311558,2338.0,3900.0
835.0,5562809207.0,5562.809207,176.0,4400.0
836.0,1346114714.0,1346.114714,555.0,8700.0
837.0,1051111216.0,1051.111216,1014.0,8900.0
838.0,9860201522.0,9860.201522,2751.0,100.0
839.0,9923492854.0,9923.492854,765.0,100.0
840.0,2028651158.0,2028.651158,810.0,8000.0
841.0,4768235638.0,4768.235638,2796.0,5200.0
842.0,6437261846.0,6437.261846,371.0,3600.0
843.0,7432748786.0,7432.748786,855.0,2600.0
844.0,4195391979.0,4195.391979,451.0,5800.0
845.0,6303904746.0,6303.904746,1133.0,3700.0
846.0,4376211063.0,4376.211063,737.0,5600.0
847.0,2246456909.0,2246.456909,1832.0,7800.0
848.0,6613593700.0,6613.5937,1628.0,3400.0
849.0,9478853055.0,9478.853055,1869.0,500.0
850.0,3101678583.0,3101.678583,1679.0,6900.0
851.0,8854817230.0,8854.81723,1687.0,1100.0
