task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
700.0,1225155611.0,1225155611.0,797.0,88.0,6
701.0,4002749380.0,4002749380.0,2030.0,60.0,6
702.0,8501055722.0,8501055722.0,2934.0,15.0,2
703.0,6313569568.0,6313569568.0,2510.0,37.0,3
704.0,5574672944.0,5574672944.0,2238.0,44.0,5
705.0,9869060991.0,9869060991.0,1580.0,1.0,4
706.0,9745633592.0,9745633592.0,1141.0,3.0,4
707.0,2106887647.0,2106887647.0,918.0,79.0,6
708.0,3461608301.0,3461608301.0,290.0,65.0,6
709.0,2523886043.0,2523886043.0,1306.0,75.0,6
710.0,5360814821.0,5360814821.0,1190.0,46.0,6
711.0,6691758019.0,6691758019.0,1821.0,33.0,4
712.0,2663280699.0,2663280699.0,749.0,73.0,6
713.0,6974979403.0,6974979403.0,2792.0,30.0,2
714.0,6145167375.0,6145167375.0,301.0,39.0,6
715.0,7079815823.0,7079815823.0,479.0,29.0,4
716.0,2043041061.0,2043041061.0,2817.0,80.0,5
717.0,3526938704.0,3526938704.0,592.0,65.0,6
718.0,9938114361.0,9938114361.0,1230.0,1.0,4
719.0,3796310461.0,3796310461.0,124.0,62.0,6
720.0,5905776297.0,5905776297.0,427.0,41.0,6
721.0,1754780538.0,1754780538.0,1462.0,82.0,6
722.0,8093733417.0,8093733417.0,1858.0,19.0,4
723.0,3949412935.0,3949412935.0,791.0,61.0,6
724.0,6966427597.0,6966427597.0,249.0,30.0,4
725.0,8965847299.0,8965847299.0,833.0,10.0,4
726.0,3254019021.0,3254019021.0,1468.0,67.0,6
727.0,4757402690.0,4757402690.0,2478.0,52.0,5
728.0,7299467708.0,7299467708.0,2964.0,27.0,2
729.0,4210403049.0,4210403049.0,962.0,58.0,6
730.0,3409509683.0,3409509683.0,636.0,66.0,6
731.0,1507991133.0,1507991133.0,821.0,85.0,6
732.0,7945207490.0,7945207490.0,591.0,21.0,4
733.0,1721861877.0,1721861877.0,1404.0,83.0,6
734.0,6376313679.0,6376313679.0,1570.0,36.0,0
735.0,2613678025.0,2613678025.0,2629.0,74.0,5
736.0,2847728718.0,2847728718.0,224.0,72.0,6
737.0,8867224968.0,8867224968.0,1730.0,11.0,4
738.0,4911918785.0,4911918785.0,2317.0,51.0,5
739.0,5544997457.0,5544997457.0,2186.0,45.0,5
740.0,9583631821.0,9583631821.0,1041.0,4.0,4
741.0,8084871529.0,8084871529.0,2989.0,19.0,2
742.0,2820726663.0,2820726663.0,961.0,72.0,6
743.0,5395959717.0,5395959717.0,1109.0,46.0,6
744.0,1970922549.0,1970922549.0,2955.0,80.0,5
745.0,4263207135.0,4263207135.0,1574.0,57.0,6
746.0,1319825753.0,1319825753.0,2310.0,87.0,5
747.0,5320469197.0,5320469197.0,2091.0,47.0,6
748.0,5836556771.0,5836556771.0,1721.0,42.0,6
749.0,2147058180.0,2147058180.0,2480.0,79.0,5
750.0,8067894726.0,8067894726.0,999.0,19.0,4
751.0,9738429692.0,9738429692.0,970.0,3.0,4
752.0,2788586098.0,2788586098.0,1661.0,72.0,6
753.0,7225492223.0,7225492223.0,341.0,28.0,4
754.0,4243371959.0,4243371959.0,2116.0,58.0,5
755.0,8719293743.0,8719293743.0,1113.0,13.0,4
756.0,2292224640.0,2292224640.0,1404.0,77.0,6
757.0,3820628881.0,3820628881.0,2332.0,62.0,5
758.0,6346943367.0,6346943367.0,107.0,37.0,0
759.0,6961567751.0,6961567751.0,1375.0,30.0,4
760.0,1465515689.0,1465515689.0,1864.0,85.0,6
761.0,3922662034.0,3922662034.0,2952.0,61.0,5
762.0,7473931878.0,7473931878.0,2736.0,25.0,2
763.0,7180592762.0,7180592762.0,2438.0,28.0,2
764.0,2384683470.0,2384683470.0,1718.0,76.0,6
765.0,6440484241.0,6440484241.0,2769.0,36.0,3
766.0,5063149111.0,5063149111.0,2212.0,49.0,5
767.0,5334996338.0,5334996338.0,318.0,47.0,6
768.0,2794040360.0,2794040360.0,2683.0,72.0,5
769.0,7679853649.0,7679853649.0,1898.0,23.0,4
770.0,4181786747.0,4181786747.0,1406.0,58.0,6
771.0,5396633870.0,5396633870.0,897.0,46.0,6
772.0,2302264853.0,2302264853.0,1677.0,77.0,6
773.0,6144425033.0,6144425033.0,2764.0,39.0,3
774.0,3821626341.0,3821626341.0,214.0,62.0,6
775.0,1370239092.0,1370239092.0,1817.0,86.0,6
776.0,2863029411.0,2863029411.0,1526.0,71.0,6
777.0,9893097512.0,9893097512.0,1611.0,1.0,4
778.0,6512337535.0,6512337535.0,134.0,35.0,0
779.0,5902034272.0,5902034272.0,1843.0,41.0,6
780.0,6076794870.0,6076794870.0,982.0,39.0,6
781.0,5019740844.0,5019740844.0,498.0,50.0,6
782.0,9069349439.0,9069349439.0,2375.0,9.0,2
783.0,5446802324.0,5446802324.0,1411.0,46.0,6
784.0,1182501141.0,1182501141.0,1962.0,88.0,6
785.0,7789181880.0,7789181880.0,781.0,22.0,4
786.0,5467266514.0,5467266514.0,781.0,45.0,6
787.0,2720217060.0,2720217060.0,135.0,73.0,6
788.0,1319265636.0,1319265636.0,1807.0,87.0,6
789.0,9131353448.0,9131353448.0,1322.0,9.0,4
790.0,1336457387.0,1336457387.0,1838.0,87.0,6
791.0,4152575552.0,4152575552.0,1309.0,58.0,6
