task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority
600.0,1710889553.0,1710.889553,247.0,8300.0
601.0,1708854202.0,1708.854202,660.0,8300.0
602.0,6204469.0,6.204469,743.0,10000.0
603.0,437888801.0,437.888801,389.0,9600.0
604.0,1996228446.0,1996.228446,452.0,8000.0
605.0,1110733884.0,1110.733884,271.0,8900.0
606.0,968589628.0,968.589628,613.0,9000.0
607.0,308874197.0,308.874197,837.0,9700.0
608.0,1309024246.0,1309.024246,722.0,8700.0
609.0,1112034595.0,1112.034595,939.0,8900.0
610.0,720656401.0,720.656401,220.0,9300.0
611.0,1855865329.0,1855.865329,674.0,8100.0
612.0,559084539.0,559.084539,931.0,9400.0
613.0,1664170445.0,1664.170445,940.0,8300.0
614.0,1889139929.0,1889.139929,248.0,8100.0
615.0,389974263.0,389.974263,244.0,9600.0
616.0,1054064784.0,1054.064784,405.0,8900.0
617.0,968921912.0,968.921912,411.0,9000.0
618.0,694679399.0,694.679399,888.0,9300.0
619.0,1070500014.0,1070.500014,931.0,8900.0
620.0,1863712900.0,1863.7129,698.0,8100.0
621.0,1286602563.0,1286.602563,884.0,8700.0
622.0,1799456091.0,1799.456091,499.0,8200.0
623.0,949275203.0,949.275203,856.0,9100.0
624.0,1171800083.0,1171.800083,489.0,8800.0
625.0,434107002.0,434.107002,118.0,9600.0
626.0,1396081781.0,1396.081781,941.0,8600.0
627.0,1437607837.0,1437.607837,294.0,8600.0
628.0,1425472745.0,1425.472745,321.0,8600.0
629.0,1841111936.0,1841.111936,598.0,8200.0
630.0,793240425.0,793.240425,516.0,9200.0
631.0,499490265.0,499.490265,678.0,9500.0
632.0,1032867622.0,1032.867622,598.0,9000.0
633.0,1435358106.0,1435.358106,194.0,8600.0
634.0,1612451454.0,1612.451454,942.0,8400.0
635.0,113197440.0,113.19744,218.0,9900.0
636.0,1504528831.0,1504.528831,303.0,8500.0
637.0,412814000.0,412.814,769.0,9600.0
638.0,1129995795.0,1129.995795,669.0,8900.0
639.0,1365118164.0,1365.118164,405.0,8600.0
640.0,316607284.0,316.607284,834.0,9700.0
641.0,986030772.0,986.030772,990.0,9000.0
642.0,819663245.0,819.663245,112.0,9200.0
643.0,1249079134.0,1249.079134,490.0,8800.0
644.0,1234087005.0,1234.087005,929.0,8800.0
645.0,588954761.0,588.954761,430.0,9400.0
646.0,229603387.0,229.603387,243.0,9800.0
647.0,1768807074.0,1768.807074,454.0,8200.0
648.0,1159735568.0,1159.735568,168.0,8800.0
649.0,1167051437.0,1167.051437,703.0,8800.0
650.0,1683182156.0,1683.182156,540.0,8300.0
651.0,1307730597.0,1307.730597,285.0,8700.0
652.0,138563795.0,138.563795,145.0,9900.0
653.0,386196452.0,386.196452,642.0,9600.0
654.0,113628481.0,113.628481,172.0,9900.0
655.0,1286241958.0,1286.241958,135.0,8700.0
656.0,541727020.0,541.72702,457.0,9500.0
657.0,376785515.0,376.785515,340.0,9600.0
658.0,1910350217.0,1910.350217,840.0,8100.0
659.0,1031254247.0,1031.254247,726.0,9000.0
660.0,1867950247.0,1867.950247,460.0,8100.0
661.0,1575605824.0,1575.605824,804.0,8400.0
662.0,632490315.0,632.490315,916.0,9400.0
663.0,15843579.0,15.843579,880.0,10000.0
664.0,1073861456.0,1073.861456,604.0,8900.0
665.0,1638311025.0,1638.311025,756.0,8400.0
666.0,547091899.0,547.091899,803.0,9500.0
667.0,206390936.0,206.390936,408.0,9800.0
668.0,225171241.0,225.171241,314.0,9800.0
669.0,1081591800.0,1081.5918,369.0,8900.0
670.0,1130909024.0,1130.909024,816.0,8900.0
671.0,229281547.0,229.281547,340.0,9800.0
672.0,1205687446.0,1205.687446,403.0,8800.0
673.0,688315967.0,688.315967,692.0,9300.0
674.0,1365455188.0,1365.455188,542.0,8600.0
675.0,1081629789.0,1081.629789,818.0,8900.0
676.0,941298558.0,941.298558,257.0,9100.0
677.0,1714812450.0,1714.81245,950.0,8300.0
678.0,743300190.0,743.30019,618.0,9300.0
679.0,778017861.0,778.017861,560.0,9200.0
680.0,502071902.0,502.071902,958.0,9500.0
681.0,1572584118.0,1572.584118,460.0,8400.0
682.0,515945890.0,515.94589,640.0,9500.0
683.0,51319487.0,51.319487,541.0,9900.0
684.0,1037253326.0,1037.253326,855.0,9000.0
685.0,662730996.0,662.730996,397.0,9300.0
686.0,1214832676.0,1214.832676,767.0,8800.0
687.0,678288329.0,678.288329,110.0,9300.0
688.0,1238176271.0,1238.176271,663.0,8800.0
689.0,302010945.0,302.010945,727.0,9700.0
690.0,955031167.0,955.031167,908.0,9000.0
691.0,310085349.0,310.085349,300.0,9700.0
692.0,487256077.0,487.256077,585.0,9500.0
693.0,198217506.0,198.217506,989.0,9800.0
694.0,307403763.0,307.403763,296.0,9700.0
695.0,321572863.0,321.572863,296.0,9700.0
696.0,1190044426.0,1190.044426,357.0,8800.0
697.0,1885541004.0,1885.541004,612.0,8100.0
698.0,1422517436.0,1422.517436,308.0,8600.0
699.0,1306742629.0,1306.742629,409.0,8700.0
700.0,1225155611.0,1225.155611,797.0,8800.0
701.0,4002749380.0,4002.74938,2030.0,6000.0
702.0,8501055722.0,8501.055722,2934.0,1500.0
703.0,6313569568.0,6313.569568,2510.0,3700.0
704.0,5574672944.0,5574.672944,2238.0,4400.0
705.0,9869060991.0,9869.060991,1580.0,100.0
706.0,9745633592.0,9745.633592,1141.0,300.0
707.0,2106887647.0,2106.887647,918.0,7900.0
708.0,3461608301.0,3461.608301,290.0,6500.0
709.0,2523886043.0,2523.886043,1306.0,7500.0
710.0,5360814821.0,5360.814821,1190.0,4600.0
711.0,6691758019.0,6691.758019,1821.0,3300.0
712.0,2663280699.0,2663.280699,749.0,7300.0
713.0,6974979403.0,6974.979403,2792.0,3000.0
714.0,6145167375.0,6145.167375,301.0,3900.0
715.0,7079815823.0,7079.815823,479.0,2900.0
716.0,2043041061.0,2043.041061,2817.0,8000.0
717.0,3526938704.0,3526.938704,592.0,6500.0
718.0,9938114361.0,9938.114361,1230.0,100.0
719.0,3796310461.0,3796.310461,124.0,6200.0
720.0,5905776297.0,5905.776297,427.0,4100.0
721.0,1754780538.0,1754.780538,1462.0,8200.0
722.0,8093733417.0,8093.733417,1858.0,1900.0
723.0,3949412935.0,3949.412935,791.0,6100.0
724.0,6966427597.0,6966.427597,249.0,3000.0
725.0,8965847299.0,8965.847299,833.0,1000.0
726.0,3254019021.0,3254.019021,1468.0,6700.0
727.0,4757402690.0,4757.40269,2478.0,5200.0
728.0,7299467708.0,7299.467708,2964.0,2700.0
729.0,4210403049.0,4210.403049,962.0,5800.0
730.0,3409509683.0,3409.509683,636.0,6600.0
731.0,1507991133.0,1507.991133,821.0,8500.0
732.0,7945207490.0,7945.20749,591.0,2100.0
733.0,1721861877.0,1721.861877,1404.0,8300.0
734.0,6376313679.0,6376.313679,1570.0,3600.0
735.0,2613678025.0,2613.678025,2629.0,7400.0
736.0,2847728718.0,2847.728718,224.0,7200.0
737.0,8867224968.0,8867.224968,1730.0,1100.0
738.0,4911918785.0,4911.918785,2317.0,5100.0
739.0,5544997457.0,5544.997457,2186.0,4500.0
740.0,9583631821.0,9583.631821,1041.0,400.0
741.0,8084871529.0,8084.871529,2989.0,1900.0
742.0,2820726663.0,2820.726663,961.0,7200.0
743.0,5395959717.0,5395.959717,1109.0,4600.0
744.0,1970922549.0,1970.922549,2955.0,8000.0
745.0,4263207135.0,4263.207135,1574.0,5700.0
746.0,1319825753.0,1319.825753,2310.0,8700.0
747.0,5320469197.0,5320.469197,2091.0,4700.0
748.0,5836556771.0,5836.556771,1721.0,4200.0
749.0,2147058180.0,2147.05818,2480.0,7900.0
750.0,8067894726.0,8067.894726,999.0,1900.0
751.0,9738429692.0,9738.429692,970.0,300.0
752.0,2788586098.0,2788.586098,1661.0,7200.0
753.0,7225492223.0,7225.492223,341.0,2800.0
754.0,4243371959.0,4243.371959,2116.0,5800.0
755.0,8719293743.0,8719.293743,1113.0,1300.0
756.0,2292224640.0,2292.22464,1404.0,7700.0
757.0,3820628881.0,3820.628881,2332.0,6200.0
758.0,6346943367.0,6346.943367,107.0,3700.0
759.0,6961567751.0,6961.567751,1375.0,3000.0
760.0,1465515689.0,1465.515689,1864.0,8500.0
761.0,3922662034.0,3922.662034,2952.0,6100.0
762.0,7473931878.0,7473.931878,2736.0,2500.0
763.0,7180592762.0,7180.592762,2438.0,2800.0
764.0,2384683470.0,2384.68347,1718.0,7600.0
765.0,6440484241.0,6440.484241,2769.0,3600.0
766.0,5063149111.0,5063.149111,2212.0,4900.0
767.0,5334996338.0,5334.996338,318.0,4700.0
768.0,2794040360.0,2794.04036,2683.0,7200.0
769.0,7679853649.0,7679.853649,1898.0,2300.0
770.0,4181786747.0,4181.786747,1406.0,5800.0
771.0,5396633870.0,5396.63387,897.0,4600.0
772.0,2302264853.0,2302.264853,1677.0,7700.0
773.0,6144425033.0,6144.425033,2764.0,3900.0
774.0,3821626341.0,3821.626341,214.0,6200.0
775.0,1370239092.0,1370.239092,1817.0,8600.0
776.0,2863029411.0,2863.029411,1526.0,7100.0
777.0,9893097512.0,9893.097512,1611.0,100.0
778.0,6512337535.0,6512.337535,134.0,3500.0
779.0,5902034272.0,5902.034272,1843.0,4100.0
780.0,6076794870.0,6076.79487,982.0,3900.0
781.0,5019740844.0,5019.740844,498.0,5000.0
782.0,9069349439.0,9069.349439,2375.0,900.0
783.0,5446802324.0,5446.802324,1411.0,4600.0
784.0,1182501141.0,1182.501141,1962.0,8800.0
785.0,7789181880.0,7789.18188,781.0,2200.0
786.0,5467266514.0,5467.266514,781.0,4500.0
787.0,2720217060.0,2720.21706,135.0,7300.0
788.0,1319265636.0,1319.265636,1807.0,8700.0
789.0,9131353448.0,9131.353448,1322.0,900.0
790.0,1336457387.0,1336.457387,1838.0,8700.0
791.0,4152575552.0,4152.575552,1309.0,5800.0
792.0,3836020341.0,3836.020341,2947.0,6200.0
793.0,4108194668.0,4108.194668,1037.0,5900.0
794.0,9353902282.0,9353.902282,214.0,600.0
795.0,9214402336.0,9214.402336,690.0,800.0
796.0,1744585866.0,1744.585866,475.0,8300.0
797.0,3911737924.0,3911.737924,1482.0,6100.0
798.0,5085209237.0,5085.209237,572.0,4900.0
799.0,4505313691.0,4505.313691,2222.0,5500.0
800.0,7346979484.0,7346.979484,1361.0,2700.0
