task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
523,8816615636,8816615636,6308,56,7
52,8625239013,8625239013,6063,29,2
364,7683421607,7683421607,2931,77,7
253,3393212995,3393212995,6619,7,3
252,5457580357,5457580357,2118,23,3
653,9258470739,9258470739,5590,73,7
542,3609682575,3609682575,7067,7,3
388,2210318462,2210318462,6564,86,5
592,8282357191,8282357191,4341,1,2
272,8256794231,8256794231,3347,26,2
932,7186407806,7186407806,2031,12,4
620,9153193165,9153193165,6385,39,2
277,6974139292,6974139292,4010,12,2
910,9748078286,9748078286,7496,40,2
524,6941095993,6941095993,4390,6,2
49,9153259590,9153259590,5267,16,2
131,210004006,210004006,108,21,0
96,9460428080,9460428080,4248,26,2
840,3528604361,3528604361,3238,63,5
605,4426420288,4426420288,4914,88,5
184,1814075683,1814075683,941,55,6
765,7334097845,7334097845,7267,24,2
261,5146330395,5146330395,6328,93,5
925,6417922018,6417922018,1817,74,6
551,9138742421,9138742421,3037,31,2
599,7356453343,7356453343,5076,90,7
721,2207052712,2207052712,3864,41,3
481,6498251932,6498251932,1928,62,6
258,9982240309,9982240309,5979,96,7
109,1081883414,1081883414,508,23,0
20,7398994942,7398994942,5899,42,7
654,3182023665,3182023665,3149,4,3
566,6272148733,6272148733,5185,62,5
616,4985670955,4985670955,1950,42,6
89,7183688227,7183688227,3618,35,2
755,2053927635,2053927635,1791,73,6
596,9039252808,9039252808,3387,23,2
800,7565967986,7565967986,2091,11,2
332,8434702394,8434702394,6322,81,7
254,4540367989,4540367989,3511,72,5
409,3168846908,3168846908,6482,13,3
793,8499456842,8499456842,5722,92,7
730,3461350741,3461350741,2819,49,5
823,9902670641,9902670641,2403,2,2
431,2165019069,2165019069,6118,60,5
287,5993137023,5993137023,5579,9,3
312,3397502341,3397502341,6429,59,5
39,6615545919,6615545919,4988,92,5
622,8355996223,8355996223,2807,82,7
712,4859114853,4859114853,7040,32,3
