task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
601,2184557483,2184557483,3565,92,5
510,8664734546,8664734546,3681,52,7
381,9833308546,9833308546,2727,44,7
819,4323631531,4323631531,4020,58,5
887,7196623185,7196623185,4061,95,7
592,8282357191,8282357191,4341,1,2
612,3391445167,3391445167,6061,87,5
929,5309387923,5309387923,1940,69,6
879,7138684364,7138684364,3487,97,7
844,9635859641,9635859641,7345,45,7
680,3683170489,3683170489,2713,68,5
525,9128692988,9128692988,1248,79,1
22,6422697367,6422697367,4284,98,5
917,9743069785,9743069785,3223,80,7
981,9422963175,9422963175,1378,81,1
91,8726622905,8726622905,7443,55,7
969,7841665705,7841665705,4066,73,7
694,9633675794,9633675794,4884,48,7
886,4804899195,4804899195,3952,3,3
15,7798200518,7798200518,5194,1,2
190,166650945,166650945,551,29,0
540,5827973061,5827973061,4070,9,3
938,3949427490,3949427490,1118,19,0
386,5533272170,5533272170,6763,61,5
751,5128648574,5128648574,2588,91,5
116,1045836071,1045836071,657,98,6
651,6659797252,6659797252,7445,92,5
436,9055115375,9055115375,5406,56,7
698,2027962301,2027962301,1438,58,6
385,7797759799,7797759799,3104,99,7
624,5851749519,5851749519,3001,22,3
154,1654949547,1654949547,688,77,6
595,4549759645,4549759645,5555,97,5
631,9542134888,9542134888,2782,50,7
80,7968396961,7968396961,4231,99,7
198,1973822187,1973822187,405,85,6
60,8248660957,8248660957,4594,66,7
388,2210318462,2210318462,6564,86,5
668,2939928379,2939928379,3762,96,5
600,7305321842,7305321842,1403,8,4
770,2342163751,2342163751,2533,89,5
167,1386642105,1386642105,735,75,6
974,7608759149,7608759149,3365,55,7
379,4466399499,4466399499,6580,55,5
660,4587530021,4587530021,6667,2,3
90,9246113268,9246113268,7767,65,7
172,1464930737,1464930737,939,94,6
26,6425083060,6425083060,7848,87,5
239,7820240702,7820240702,7392,76,7
517,9264818991,9264818991,5218,91,7
