task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
941,7760696572,7760696572,7572,99,7
92,8067191852,8067191852,7288,55,7
6,8617332546,8617332546,6336,77,7
315,4232056037,4232056037,1878,76,6
959,4822091659,4822091659,6600,41,5
830,9368286426,9368286426,3970,22,2
764,7377562719,7377562719,6729,25,2
861,2074222010,2074222010,6422,31,3
592,8282357191,8282357191,4341,1,2
326,7725646340,7725646340,7030,48,7
461,7549558184,7549558184,2563,26,2
158,1610273673,1610273673,296,66,6
141,512445807,512445807,796,21,0
644,8553993524,8553993524,1128,20,4
477,7709818120,7709818120,6949,56,7
212,6096959185,6096959185,1184,26,0
817,3824946844,3824946844,1405,98,6
924,9047620828,9047620828,1296,92,1
117,318033060,318033060,729,2,0
420,5402043306,5402043306,6115,82,5
318,9336850740,9336850740,5028,21,2
491,4046220726,4046220726,6983,82,5
109,1081883414,1081883414,508,23,0
419,8636547291,8636547291,6057,40,7
939,2648298668,2648298668,4932,11,3
152,1461877073,1461877073,526,43,6
659,5266681724,5266681724,2190,26,3
124,583639876,583639876,714,89,6
406,7146248393,7146248393,4426,20,2
903,6740225701,6740225701,5625,20,2
607,8694266465,8694266465,5410,87,7
125,864481902,864481902,457,89,6
226,4901708840,4901708840,4771,25,3
509,8899188087,8899188087,1404,68,1
146,864169689,864169689,223,77,6
266,9655448227,9655448227,2971,49,7
780,3333002877,3333002877,4770,86,5
460,8687143258,8687143258,4900,62,7
934,3858322827,3858322827,2216,29,3
112,1421564265,1421564265,235,49,6
215,4530603908,4530603908,5589,86,5
836,4025544643,4025544643,5558,19,3
614,6632351589,6632351589,4261,40,5
101,1016575179,1016575179,284,71,6
16,8124043883,8124043883,4109,57,7
340,4050086214,4050086214,4738,44,5
802,8993968493,8993968493,2394,23,2
811,6705336063,6705336063,2403,59,5
950,2573974140,2573974140,7010,2,3
702,4435560602,4435560602,4260,77,5
