task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
27,7361793872,7361793872,7815,99,7
616,4985670955,4985670955,1950,42,6
211,3221923337,3221923337,6818,94,5
485,4773868772,4773868772,3181,75,5
398,2896726929,2896726929,1706,66,6
413,6680623411,6680623411,3798,3,3
869,8400739480,8400739480,1302,65,1
750,7662226392,7662226392,7008,97,7
486,6783366670,6783366670,3406,76,5
711,9270067427,9270067427,6797,59,7
736,2617824727,2617824727,6658,13,3
945,3275865653,3275865653,3924,48,5
820,7813265532,7813265532,1686,67,1
63,6839756799,6839756799,4578,7,2
634,8969318520,8969318520,7352,9,2
700,4431873284,4431873284,5154,60,5
273,7129743829,7129743829,1831,87,1
839,9063670411,9063670411,5973,4,2
539,9076289278,9076289278,7343,17,2
76,7127202708,7127202708,6489,85,7
126,1985308142,1985308142,961,76,6
569,5587559393,5587559393,6066,74,5
752,6762839658,6762839658,6296,95,5
60,8248660957,8248660957,4594,66,7
448,6119911088,6119911088,1279,68,6
145,126516585,126516585,575,71,6
112,1421564265,1421564265,235,49,6
311,4228633228,4228633228,7234,92,5
122,574029911,574029911,919,50,6
144,150675422,150675422,564,55,6
216,2043676821,2043676821,4669,79,5
997,5399103777,5399103777,4012,8,3
418,4266371889,4266371889,2540,77,5
598,4821124309,4821124309,4670,47,5
962,2615649799,2615649799,4743,56,5
62,8455460596,8455460596,7326,33,2
611,8855962978,8855962978,2591,38,7
41,6320319385,6320319385,4311,27,3
384,6555209806,6555209806,3807,69,5
724,2072624533,2072624533,6663,77,5
509,8899188087,8899188087,1404,68,1
381,9833308546,9833308546,2727,44,7
545,9130774717,9130774717,5841,49,7
765,7334097845,7334097845,7267,24,2
428,8823883963,8823883963,5425,46,7
99,6857971926,6857971926,5969,72,5
778,6595251153,6595251153,2342,69,5
315,4232056037,4232056037,1878,76,6
396,3446771176,3446771176,7691,38,3
664,6682037092,6682037092,1785,23,4
