task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
879,7138684364,7138684364,3487,97,7
748,4693930341,4693930341,3740,58,5
504,2258583477,2258583477,2333,81,5
807,9354438121,9354438121,6408,16,2
760,7070077105,7070077105,4185,6,2
320,3011094931,3011094931,6872,10,3
108,1586462023,1586462023,142,85,6
919,7381072598,7381072598,4221,68,7
426,7332861273,7332861273,1700,92,1
4,9531316241,9531316241,7468,46,7
550,4565376247,4565376247,3924,42,5
265,9178619264,9178619264,2408,1,2
511,8661107245,8661107245,6033,71,7
688,5121761676,5121761676,6078,45,5
561,7536429610,7536429610,2762,10,2
518,2480167149,2480167149,7026,84,5
852,6867040315,6867040315,7522,41,5
805,6592686556,6592686556,4776,66,5
304,4813225747,4813225747,3059,71,5
607,8694266465,8694266465,5410,87,7
498,8011624739,8011624739,6351,79,7
934,3858322827,3858322827,2216,29,3
257,5333096075,5333096075,1267,13,0
96,9460428080,9460428080,4248,26,2
644,8553993524,8553993524,1128,20,4
143,499779640,499779640,927,29,0
227,8848406405,8848406405,6781,55,7
818,4310821307,4310821307,4112,42,5
99,6857971926,6857971926,5969,72,5
366,5187224552,5187224552,2086,41,6
335,2749785725,2749785725,2829,91,5
680,3683170489,3683170489,2713,68,5
546,5657475598,5657475598,2455,71,5
275,6489435278,6489435278,4213,69,5
470,8016924577,8016924577,7093,74,7
95,6009660055,6009660055,7266,4,3
700,4431873284,4431873284,5154,60,5
588,6034079953,6034079953,1772,10,0
116,1045836071,1045836071,657,98,6
258,9982240309,9982240309,5979,96,7
754,9891965903,9891965903,2619,32,2
110,1577014039,1577014039,745,57,6
744,2275275701,2275275701,1362,44,6
48,8704767146,8704767146,4306,59,7
867,8698834609,8698834609,4488,44,7
11,6457188123,6457188123,3366,32,3
22,6422697367,6422697367,4284,98,5
618,3509802906,3509802906,7471,2,3
846,3081128618,3081128618,4111,25,3
450,7258203666,7258203666,3791,4,2
