task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
323,8494914573,8494914573,6495,88,7
629,7230563751,7230563751,1492,92,1
441,6534346269,6534346269,5827,54,5
849,5609449383,5609449383,3022,40,5
284,7416723212,7416723212,3986,40,7
870,4730223330,4730223330,4639,23,3
932,7186407806,7186407806,2031,12,4
371,4490642987,4490642987,4116,91,5
638,8928440573,8928440573,2390,85,7
10,7143246001,7143246001,3312,63,7
501,3158141927,3158141927,6193,59,5
694,9633675794,9633675794,4884,48,7
531,5641410014,5641410014,4836,93,5
608,8118378704,8118378704,5350,28,2
384,6555209806,6555209806,3807,69,5
118,1023784706,1023784706,181,65,6
737,9637433641,9637433641,4532,35,2
569,5587559393,5587559393,6066,74,5
851,6898789876,6898789876,6839,81,5
203,7848585097,7848585097,7253,7,2
73,6713689318,6713689318,4617,44,5
979,6125395924,6125395924,6667,33,3
722,9355630528,9355630528,5675,31,2
130,902151822,902151822,473,84,6
720,9337145694,9337145694,6113,44,7
50,6216689932,6216689932,4196,56,5
915,4463827415,4463827415,1278,68,6
30,6417063370,6417063370,4827,67,5
334,4016568456,4016568456,3133,19,3
251,5398285289,5398285289,1603,92,6
598,4821124309,4821124309,4670,47,5
584,4161423663,4161423663,4412,94,5
526,6726054725,6726054725,2694,20,3
841,2958720165,2958720165,1331,58,6
804,8899508560,8899508560,5776,32,2
927,5524911271,5524911271,1385,41,6
329,8701453471,8701453471,7249,96,7
119,1357634289,1357634289,755,88,6
379,4466399499,4466399499,6580,55,5
183,1719342115,1719342115,592,24,0
340,4050086214,4050086214,4738,44,5
935,3097417131,3097417131,2882,96,5
946,6559157673,6559157673,1584,13,0
959,4822091659,4822091659,6600,41,5
341,9324037064,9324037064,7192,64,7
613,7693644438,7693644438,7550,18,2
421,6556386806,6556386806,3696,55,5
700,4431873284,4431873284,5154,60,5
811,6705336063,6705336063,2403,59,5
121,629079496,629079496,562,20,0
