task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
748,4693930341,4693930341,3740,58,5
804,8899508560,8899508560,5776,32,2
714,2320637026,2320637026,7822,10,3
471,9902773756,9902773756,4714,96,7
999,5106374843,5106374843,6297,39,3
135,1756251237,1756251237,158,72,6
732,5879409919,5879409919,7345,76,5
736,2617824727,2617824727,6658,13,3
544,5499596912,5499596912,2454,9,3
598,4821124309,4821124309,4670,47,5
414,9558604869,9558604869,6611,94,7
850,2760637132,2760637132,4295,97,5
225,4897098229,4897098229,2410,21,3
849,5609449383,5609449383,3022,40,5
697,9089097235,9089097235,6685,88,7
259,5538697606,5538697606,4079,64,5
817,3824946844,3824946844,1405,98,6
362,9255387938,9255387938,1558,67,1
105,1817209014,1817209014,310,5,0
808,7934217710,7934217710,2121,8,2
904,3659440583,3659440583,6469,79,5
763,4239355414,4239355414,2984,35,3
708,3571871478,3571871478,4266,80,5
288,5048115413,5048115413,1619,80,6
555,4349594793,4349594793,5646,46,5
299,3574286455,3574286455,2342,47,5
738,5175392214,5175392214,7006,71,5
822,8553189494,8553189494,7579,18,2
559,3042328550,3042328550,5985,14,3
465,3071986688,3071986688,7288,47,5
839,9063670411,9063670411,5973,4,2
567,3882677364,3882677364,3304,83,5
556,9935190098,9935190098,3625,85,7
36,6336159999,6336159999,4470,46,5
939,2648298668,2648298668,4932,11,3
900,5077106572,5077106572,5641,94,5
58,9944711106,9944711106,3813,10,2
508,3141206181,3141206181,4003,92,5
545,9130774717,9130774717,5841,49,7
257,5333096075,5333096075,1267,13,0
621,9596932994,9596932994,3651,73,7
265,9178619264,9178619264,2408,1,2
199,1211624350,1211624350,874,99,6
108,1586462023,1586462023,142,85,6
747,2949827681,2949827681,5589,65,5
252,5457580357,5457580357,2118,23,3
49,9153259590,9153259590,5267,16,2
122,574029911,574029911,919,50,6
493,4632400291,4632400291,7474,4,3
756,2040366656,2040366656,2794,83,5
