task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
820,7813265532,7813265532,1686,67,1
978,8281680123,8281680123,1492,69,1
477,7709818120,7709818120,6949,56,7
469,4764464356,4764464356,6086,43,5
549,2574504985,2574504985,5300,13,3
752,6762839658,6762839658,6296,95,5
600,7305321842,7305321842,1403,8,4
793,8499456842,8499456842,5722,92,7
316,8533629117,8533629117,7787,57,7
86,6991219254,6991219254,6190,61,7
462,5732485296,5732485296,5564,79,5
216,2043676821,2043676821,4669,79,5
84,6248289560,6248289560,5697,41,5
250,8235795585,8235795585,1045,24,4
9,6938109263,6938109263,7825,34,2
116,1045836071,1045836071,657,98,6
143,499779640,499779640,927,29,0
815,5475002184,5475002184,6902,62,5
951,9142216056,9142216056,4729,49,7
305,7482619820,7482619820,1057,7,4
559,3042328550,3042328550,5985,14,3
502,2641012576,2641012576,4564,66,5
796,9977002390,9977002390,2579,64,7
678,9952234410,9952234410,2147,64,7
905,2081442344,2081442344,4098,90,5
195,415088136,415088136,594,58,6
172,1464930737,1464930737,939,94,6
560,7783648643,7783648643,5358,7,2
719,4221282329,4221282329,3211,14,3
62,8455460596,8455460596,7326,33,2
696,8477521212,8477521212,1319,31,4
682,2436849581,2436849581,4987,76,5
483,8502907793,8502907793,6477,36,2
876,4807857517,4807857517,4197,28,3
932,7186407806,7186407806,2031,12,4
54,6288232882,6288232882,6967,94,5
581,7350035534,7350035534,2351,77,7
362,9255387938,9255387938,1558,67,1
23,9642413051,9642413051,5265,41,7
441,6534346269,6534346269,5827,54,5
545,9130774717,9130774717,5841,49,7
14,9585611411,9585611411,4796,73,7
450,7258203666,7258203666,3791,4,2
424,2848608988,2848608988,6105,56,5
45,9810045534,9810045534,4905,69,7
88,9753920466,9753920466,6500,96,7
807,9354438121,9354438121,6408,16,2
246,5187469009,5187469009,3103,42,5
231,5909562642,5909562642,5794,11,3
954,9421875521,9421875521,4184,1,2
