task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
250,8235795585,8235795585,1045,24,4
612,3391445167,3391445167,6061,87,5
977,4412743048,4412743048,4838,2,3
789,6931959842,6931959842,5199,12,2
222,8375903046,8375903046,5815,75,7
571,7218159466,7218159466,1658,74,1
758,7251648719,7251648719,4722,31,2
912,5258531838,5258531838,1352,66,6
808,7934217710,7934217710,2121,8,2
988,8543348234,8543348234,3379,14,2
450,7258203666,7258203666,3791,4,2
604,9794621687,9794621687,4527,85,7
925,6417922018,6417922018,1817,74,6
304,4813225747,4813225747,3059,71,5
827,9800979196,9800979196,3602,66,7
33,8720876346,8720876346,6417,78,7
791,7052356717,7052356717,6912,83,7
25,9454181808,9454181808,5020,78,7
867,8698834609,8698834609,4488,44,7
91,8726622905,8726622905,7443,55,7
375,4291678099,4291678099,6609,94,5
161,138006806,138006806,528,96,6
820,7813265532,7813265532,1686,67,1
962,2615649799,2615649799,4743,56,5
847,8025759531,8025759531,4093,87,7
914,5965310258,5965310258,2594,48,5
90,9246113268,9246113268,7767,65,7
707,8488831824,8488831824,2229,81,7
779,5671502572,5671502572,2861,67,5
917,9743069785,9743069785,3223,80,7
584,4161423663,4161423663,4412,94,5
417,4029883105,4029883105,2631,70,5
144,150675422,150675422,564,55,6
182,287103030,287103030,175,99,6
309,5904052378,5904052378,6618,3,3
292,5748337201,5748337201,5065,82,5
928,8374774130,8374774130,1696,37,1
555,4349594793,4349594793,5646,46,5
70,7042004289,7042004289,4837,29,2
308,7397484040,7397484040,3671,12,2
810,5581925882,5581925882,4620,75,5
454,4557163899,4557163899,5317,36,3
122,574029911,574029911,919,50,6
34,7877121108,7877121108,4836,55,7
959,4822091659,4822091659,6600,41,5
392,6337055749,6337055749,1432,45,6
773,6722130641,6722130641,4407,90,5
619,5730470480,5730470480,4470,36,3
926,2775040020,2775040020,4534,95,5
405,6110571926,6110571926,7117,14,3
