task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
123,1496408002,1496408002,762,9,0
375,4291678099,4291678099,6609,94,5
608,8118378704,8118378704,5350,28,2
346,3272342041,3272342041,4819,53,5
574,2104454170,2104454170,2115,93,5
336,6121374703,6121374703,5828,71,5
549,2574504985,2574504985,5300,13,3
34,7877121108,7877121108,4836,55,7
284,7416723212,7416723212,3986,40,7
721,2207052712,2207052712,3864,41,3
382,7227327606,7227327606,6745,35,2
781,9578740965,9578740965,4481,59,7
992,5139698755,5139698755,1090,63,6
524,6941095993,6941095993,4390,6,2
968,6945817934,6945817934,3310,31,2
708,3571871478,3571871478,4266,80,5
54,6288232882,6288232882,6967,94,5
516,9415481073,9415481073,3081,70,7
91,8726622905,8726622905,7443,55,7
668,2939928379,2939928379,3762,96,5
208,2864286353,2864286353,4537,69,5
60,8248660957,8248660957,4594,66,7
351,4037111609,4037111609,4507,85,5
709,8350003850,8350003850,6884,72,7
805,6592686556,6592686556,4776,66,5
749,5961439331,5961439331,2208,65,5
697,9089097235,9089097235,6685,88,7
640,4514495708,4514495708,4734,13,3
443,6962330587,6962330587,5629,12,2
962,2615649799,2615649799,4743,56,5
964,9707982725,9707982725,1376,5,4
306,4297618246,4297618246,1852,74,6
407,9160200432,9160200432,7537,19,2
348,6114150305,6114150305,3483,14,3
557,2283581654,2283581654,7066,74,5
78,8391025315,8391025315,7229,67,7
512,7644774473,7644774473,1276,65,1
264,4443926776,4443926776,2081,48,6
82,9076962822,9076962822,3172,8,2
836,4025544643,4025544643,5558,19,3
31,9081504134,9081504134,3502,7,2
379,4466399499,4466399499,6580,55,5
854,8020214440,8020214440,4051,57,7
488,6111640171,6111640171,7979,88,5
437,8374950450,8374950450,4058,71,7
489,9925606589,9925606589,6125,35,2
252,5457580357,5457580357,2118,23,3
333,8530626537,8530626537,6436,44,7
740,4139851757,4139851757,1443,60,6
918,6826109378,6826109378,6559,16,2
