task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
419,8636547291,8636547291,6057,40,7
211,3221923337,3221923337,6818,94,5
666,3327764420,3327764420,1739,2,0
708,3571871478,3571871478,4266,80,5
896,7722551291,7722551291,7947,4,2
430,2866685891,2866685891,4865,22,3
611,8855962978,8855962978,2591,38,7
378,2324209189,2324209189,7807,79,5
107,186811657,186811657,589,40,0
48,8704767146,8704767146,4306,59,7
811,6705336063,6705336063,2403,59,5
809,5086136716,5086136716,3984,30,3
584,4161423663,4161423663,4412,94,5
330,6919820741,6919820741,5616,76,5
851,6898789876,6898789876,6839,81,5
867,8698834609,8698834609,4488,44,7
447,3526141167,3526141167,2588,92,5
810,5581925882,5581925882,4620,75,5
554,5072628597,5072628597,6097,51,5
793,8499456842,8499456842,5722,92,7
449,7678992017,7678992017,6327,77,7
91,8726622905,8726622905,7443,55,7
723,8633411391,8633411391,4211,23,2
944,2054091301,2054091301,1378,48,6
959,4822091659,4822091659,6600,41,5
390,6831141464,6831141464,2365,16,2
886,4804899195,4804899195,3952,3,3
688,5121761676,5121761676,6078,45,5
73,6713689318,6713689318,4617,44,5
780,3333002877,3333002877,4770,86,5
695,9064695074,9064695074,6523,60,7
898,2362671921,2362671921,6826,76,5
607,8694266465,8694266465,5410,87,7
544,5499596912,5499596912,2454,9,3
664,6682037092,6682037092,1785,23,4
110,1577014039,1577014039,745,57,6
484,3176145749,3176145749,5037,37,3
411,9844222196,9844222196,4784,18,2
962,2615649799,2615649799,4743,56,5
566,6272148733,6272148733,5185,62,5
782,6488215824,6488215824,2215,52,5
456,7355010536,7355010536,6359,81,7
910,9748078286,9748078286,7496,40,2
457,6793686515,6793686515,5826,77,5
770,2342163751,2342163751,2533,89,5
668,2939928379,2939928379,3762,96,5
221,9113108491,9113108491,2223,95,7
325,4626315493,4626315493,1555,38,6
459,8922411314,8922411314,5381,43,7
476,4978503708,4978503708,1127,32,0
