task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
540,5827973061,5827973061,4070,9,3
148,250839357,250839357,133,15,0
889,3001969707,3001969707,2355,14,3
582,7060604069,7060604069,6120,74,7
684,4549177710,4549177710,4855,56,5
874,8976845363,8976845363,4236,47,7
493,4632400291,4632400291,7474,4,3
722,9355630528,9355630528,5675,31,2
289,2816847270,2816847270,5713,17,3
656,8254273930,8254273930,7847,56,7
860,6688632125,6688632125,5128,40,5
269,2922290192,2922290192,7163,54,5
854,8020214440,8020214440,4051,57,7
391,4143692559,4143692559,7777,35,3
245,2865876388,2865876388,7187,57,5
229,9649699295,9649699295,1050,66,1
14,9585611411,9585611411,4796,73,7
958,7270078857,7270078857,3068,99,7
823,9902670641,9902670641,2403,2,2
838,9956329400,9956329400,5222,17,2
247,3044055944,3044055944,4513,65,5
228,6349888763,6349888763,2443,42,5
112,1421564265,1421564265,235,49,6
47,7299405280,7299405280,5762,46,7
780,3333002877,3333002877,4770,86,5
626,5606216980,5606216980,4620,72,5
303,6147974683,6147974683,7526,68,5
920,5341155714,5341155714,5780,32,3
735,5129982772,5129982772,3918,89,5
549,2574504985,2574504985,5300,13,3
103,787861845,787861845,173,63,6
233,9364321984,9364321984,6606,73,7
903,6740225701,6740225701,5625,20,2
414,9558604869,9558604869,6611,94,7
380,4444381676,4444381676,4961,39,3
563,4598874270,4598874270,1364,30,0
912,5258531838,5258531838,1352,66,6
790,4167185486,4167185486,4628,15,3
51,6692859759,6692859759,3220,73,5
688,5121761676,5121761676,6078,45,5
432,8290593809,8290593809,3150,58,7
132,1752381993,1752381993,283,85,6
992,5139698755,5139698755,1090,63,6
367,4626748329,4626748329,1148,26,0
575,5006861035,5006861035,7160,6,3
72,6919122561,6919122561,5793,80,5
196,691664285,691664285,237,19,0
677,4054489617,4054489617,2258,8,3
272,8256794231,8256794231,3347,26,2
878,5578864771,5578864771,6480,8,3
