task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
596,9039252808,9039252808,3387,23,2
915,4463827415,4463827415,1278,68,6
421,6556386806,6556386806,3696,55,5
68,7917173542,7917173542,4171,80,7
151,751079510,751079510,637,51,6
414,9558604869,9558604869,6611,94,7
231,5909562642,5909562642,5794,11,3
462,5732485296,5732485296,5564,79,5
304,4813225747,4813225747,3059,71,5
501,3158141927,3158141927,6193,59,5
650,4451025357,4451025357,1487,33,0
932,7186407806,7186407806,2031,12,4
296,3860263239,3860263239,4683,1,3
459,8922411314,8922411314,5381,43,7
943,7731785574,7731785574,3344,8,2
123,1496408002,1496408002,762,9,0
44,9750608350,9750608350,7933,31,2
555,4349594793,4349594793,5646,46,5
33,8720876346,8720876346,6417,78,7
498,8011624739,8011624739,6351,79,7
261,5146330395,5146330395,6328,93,5
792,2471897102,2471897102,5840,63,5
682,2436849581,2436849581,4987,76,5
102,1158056765,1158056765,866,88,6
256,5810508379,5810508379,3377,35,3
411,9844222196,9844222196,4784,18,2
581,7350035534,7350035534,2351,77,7
547,8374142160,8374142160,4021,19,2
442,6616879345,6616879345,1143,1,0
221,9113108491,9113108491,2223,95,7
376,9641676300,9641676300,6415,23,2
36,6336159999,6336159999,4470,46,5
350,5615341387,5615341387,7470,11,3
298,6889845025,6889845025,2427,54,7
711,9270067427,9270067427,6797,59,7
113,1268616212,1268616212,943,36,0
852,6867040315,6867040315,7522,41,5
818,4310821307,4310821307,4112,42,5
773,6722130641,6722130641,4407,90,5
189,1742537015,1742537015,230,14,0
61,7795637739,7795637739,7762,43,7
868,9331855259,9331855259,1496,33,4
420,5402043306,5402043306,6115,82,5
443,6962330587,6962330587,5629,12,2
451,3502368837,3502368837,3323,74,5
422,5828896855,5828896855,4115,5,3
297,8018358094,8018358094,7316,4,2
0,7455165094,7455165094,5553,38,2
1,7172598529,7172598529,5439,97,7
726,2628081355,2628081355,4104,8,3
