task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
753,6587510615,6587510615,4504,8,3
405,6110571926,6110571926,7117,14,3
277,6974139292,6974139292,4010,12,2
145,126516585,126516585,575,71,6
721,2207052712,2207052712,3864,41,3
293,9338625728,9338625728,2530,84,7
12,7714101138,7714101138,4540,72,7
637,6144726240,6144726240,4778,20,3
948,5391549689,5391549689,6351,44,5
119,1357634289,1357634289,755,88,6
210,5001562170,5001562170,2621,24,3
501,3158141927,3158141927,6193,59,5
928,8374774130,8374774130,1696,37,1
660,4587530021,4587530021,6667,2,3
868,9331855259,9331855259,1496,33,4
782,6488215824,6488215824,2215,52,5
99,6857971926,6857971926,5969,72,5
65,9682979027,9682979027,3632,84,7
521,2866650115,2866650115,4240,34,3
101,1016575179,1016575179,284,71,6
423,3970859212,3970859212,7427,28,3
93,8993336757,8993336757,5542,79,7
622,8355996223,8355996223,2807,82,7
629,7230563751,7230563751,1492,92,1
890,9700843563,9700843563,6296,48,7
584,4161423663,4161423663,4412,94,5
370,7257037159,7257037159,4440,63,7
995,3731305590,3731305590,2130,23,3
50,6216689932,6216689932,4196,56,5
38,7288534354,7288534354,3389,3,2
117,318033060,318033060,729,2,0
499,4901880131,4901880131,6064,6,3
72,6919122561,6919122561,5793,80,5
830,9368286426,9368286426,3970,22,2
27,7361793872,7361793872,7815,99,7
461,7549558184,7549558184,2563,26,2
305,7482619820,7482619820,1057,7,4
148,250839357,250839357,133,15,0
815,5475002184,5475002184,6902,62,5
238,9258458443,9258458443,2853,99,7
569,5587559393,5587559393,6066,74,5
107,186811657,186811657,589,40,0
329,8701453471,8701453471,7249,96,7
808,7934217710,7934217710,2121,8,2
720,9337145694,9337145694,6113,44,7
53,8660175709,8660175709,4580,32,2
57,8772717818,8772717818,7133,58,7
417,4029883105,4029883105,2631,70,5
909,8309277348,8309277348,1871,54,1
605,4426420288,4426420288,4914,88,5
