task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
135,1756251237,1756251237,158,72,6
333,8530626537,8530626537,6436,44,7
432,8290593809,8290593809,3150,58,7
379,4466399499,4466399499,6580,55,5
266,9655448227,9655448227,2971,49,7
908,8487235087,8487235087,7696,74,7
344,5661223200,5661223200,7759,81,5
810,5581925882,5581925882,4620,75,5
845,7702239742,7702239742,1389,32,4
30,6417063370,6417063370,4827,67,5
412,2997843445,2997843445,2059,17,3
519,4222437676,4222437676,5873,50,5
675,4504188647,4504188647,3196,89,5
19,7099896679,7099896679,3095,2,2
136,1586124111,1586124111,433,31,0
290,2346273327,2346273327,4479,11,3
167,1386642105,1386642105,735,75,6
943,7731785574,7731785574,3344,8,2
681,5159011498,5159011498,1262,12,0
357,7053929133,7053929133,3834,83,7
811,6705336063,6705336063,2403,59,5
38,7288534354,7288534354,3389,3,2
756,2040366656,2040366656,2794,83,5
613,7693644438,7693644438,7550,18,2
752,6762839658,6762839658,6296,95,5
220,2081628168,2081628168,4600,93,5
860,6688632125,6688632125,5128,40,5
8,9065341774,9065341774,3757,72,7
546,5657475598,5657475598,2455,71,5
163,482188680,482188680,427,55,6
157,1231034035,1231034035,630,10,0
753,6587510615,6587510615,4504,8,3
911,9805201421,9805201421,7299,82,7
882,3144070107,3144070107,7690,27,3
599,7356453343,7356453343,5076,90,7
929,5309387923,5309387923,1940,69,6
31,9081504134,9081504134,3502,7,2
23,9642413051,9642413051,5265,41,7
397,9640542398,9640542398,5188,81,7
782,6488215824,6488215824,2215,52,5
607,8694266465,8694266465,5410,87,7
184,1814075683,1814075683,941,55,6
419,8636547291,8636547291,6057,40,7
403,8222778850,8222778850,3274,49,7
683,2399755974,2399755974,3884,46,5
839,9063670411,9063670411,5973,4,2
340,4050086214,4050086214,4738,44,5
250,8235795585,8235795585,1045,24,4
893,3179185371,3179185371,7547,2,3
650,4451025357,4451025357,1487,33,0
