task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
639,2691699403,2691699403,3658,30,3
138,970040818,970040818,677,43,6
699,6655125309,6655125309,1323,29,0
615,5612169221,5612169221,6297,10,3
558,8175176719,8175176719,4667,56,7
856,7013739022,7013739022,7651,94,5
662,7451165232,7451165232,2216,30,2
153,1877341894,1877341894,251,69,6
172,1464930737,1464930737,939,94,6
310,6461079187,6461079187,6031,60,5
546,5657475598,5657475598,2455,71,5
988,8543348234,8543348234,3379,14,2
242,9980761363,9980761363,7023,39,2
89,7183688227,7183688227,3618,35,2
701,6814586005,6814586005,2619,70,7
726,2628081355,2628081355,4104,8,3
647,9872176401,9872176401,4966,9,2
771,4765387580,4765387580,7976,42,5
277,6974139292,6974139292,4010,12,2
668,2939928379,2939928379,3762,96,5
189,1742537015,1742537015,230,14,0
682,2436849581,2436849581,4987,76,5
780,3333002877,3333002877,4770,86,5
226,4901708840,4901708840,4771,25,3
786,2077857054,2077857054,2613,7,3
838,9956329400,9956329400,5222,17,2
875,7521350405,7521350405,3661,5,2
57,8772717818,8772717818,7133,58,7
899,4779664769,4779664769,5517,55,5
741,8823809829,8823809829,3795,47,7
263,4466118797,4466118797,5469,9,3
676,3700626343,3700626343,3098,98,5
456,7355010536,7355010536,6359,81,7
303,6147974683,6147974683,7526,68,5
339,3689999694,3689999694,4630,92,5
860,6688632125,6688632125,5128,40,5
412,2997843445,2997843445,2059,17,3
778,6595251153,6595251153,2342,69,5
253,3393212995,3393212995,6619,7,3
646,3344997814,3344997814,2421,43,5
272,8256794231,8256794231,3347,26,2
431,2165019069,2165019069,6118,60,5
194,417240711,417240711,956,41,6
375,4291678099,4291678099,6609,94,5
743,3978998970,3978998970,3644,47,5
718,4886348748,4886348748,4369,50,5
982,5029166331,5029166331,1307,53,6
244,9110819163,9110819163,3048,86,7
634,8969318520,8969318520,7352,9,2
328,8789145109,8789145109,7534,69,7
