task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority,cluster
777,5902726471,5902726471,3822,22,3
739,4372721661,4372721661,2571,40,3
241,4542862625,4542862625,2839,50,5
442,6616879345,6616879345,1143,1,0
844,9635859641,9635859641,7345,45,7
704,2224766829,2224766829,4339,78,5
669,9493548223,9493548223,7754,89,7
338,4329661941,4329661941,5478,41,5
449,7678992017,7678992017,6327,77,7
304,4813225747,4813225747,3059,71,5
716,5181826619,5181826619,1312,30,0
915,4463827415,4463827415,1278,68,6
77,9444681899,9444681899,3699,39,7
695,9064695074,9064695074,6523,60,7
665,8067756482,8067756482,7798,38,2
158,1610273673,1610273673,296,66,6
939,2648298668,2648298668,4932,11,3
293,9338625728,9338625728,2530,84,7
66,6143813171,6143813171,5170,99,5
431,2165019069,2165019069,6118,60,5
183,1719342115,1719342115,592,24,0
417,4029883105,4029883105,2631,70,5
387,3508220829,3508220829,2192,97,5
358,5351652256,5351652256,3666,99,5
222,8375903046,8375903046,5815,75,7
959,4822091659,4822091659,6600,41,5
487,5701487076,5701487076,7033,60,5
277,6974139292,6974139292,4010,12,2
999,5106374843,5106374843,6297,39,3
258,9982240309,9982240309,5979,96,7
621,9596932994,9596932994,3651,73,7
388,2210318462,2210318462,6564,86,5
751,5128648574,5128648574,2588,91,5
300,8167486612,8167486612,6325,50,7
935,3097417131,3097417131,2882,96,5
837,2675299002,2675299002,5566,1,3
672,3046884291,3046884291,6452,84,5
79,6750196131,6750196131,3396,91,5
24,9709244254,9709244254,4589,3,2
223,6112175533,6112175533,6897,72,5
226,4901708840,4901708840,4771,25,3
829,6609349527,6609349527,2584,28,3
921,4881269649,4881269649,4671,1,3
323,8494914573,8494914573,6495,88,7
580,3975118029,3975118029,4505,97,5
604,9794621687,9794621687,4527,85,7
899,4779664769,4779664769,5517,55,5
616,4985670955,4985670955,1950,42,6
779,5671502572,5671502572,2861,67,5
289,2816847270,2816847270,5713,17,3
